"","x"
"76","chr1_9967237_9968495"
"77","chr1_10007179_10007645"
"78","chr1_10008744_10009612"
"79","chr1_10014419_10014791"
"80","chr1_10037191_10038639"
"81","chr1_10039390_10040551"
"82","chr1_10089570_10089916"
"83","chr1_10231463_10233986"
"84","chr1_10429925_10430262"
"85","chr1_10452208_10452611"
"86","chr1_10510336_10510838"
"87","chr1_10596236_10597155"
"88","chr1_10771795_10772230"
"89","chr1_10794128_10794757"
"90","chr1_10835687_10836022"
"91","chr1_10871254_10871887"
"92","chr1_10967341_10967680"
"93","chr1_10990894_10991288"
"94","chr1_10993140_10994250"
"95","chr1_11033455_11033876"
"96","chr1_11045284_11046710"
"97","chr1_11116853_11117513"
"98","chr1_11179876_11180288"
"99","chr1_11268216_11268670"
"100","chr1_11329453_11329845"
"101","chr1_11413512_11414865"
"102","chr1_11458322_11458806"
"103","chr1_11650084_11650526"
"104","chr1_11657658_11658143"
"105","chr1_11748440_11748788"
"106","chr1_11895726_11896124"
"107","chr1_11915869_11916259"
"108","chr1_11931679_11932059"
"109","chr1_11936888_11937522"
"110","chr1_11982528_11982848"
"111","chr1_12092249_12093043"
"112","chr1_12192507_12192807"
"113","chr1_12409913_12410809"
"114","chr1_12576977_12577473"
"115","chr1_12641018_12641377"
"116","chr1_12689481_12689901"
"117","chr1_12692195_12693914"
"118","chr1_12718032_12718546"
"119","chr1_12771237_12771642"
"120","chr1_12832738_12833569"
"121","chr1_12835477_12837235"
"122","chr1_12863942_12864580"
"123","chr1_12895289_12895785"
"124","chr1_12947393_12947973"
"125","chr1_12990098_12993202"
"126","chr1_13004853_13005640"
"127","chr1_13018471_13018873"
"128","chr1_13050162_13050557"
"129","chr1_13103905_13104305"
"130","chr1_13125048_13127454"
"131","chr1_13128295_13128812"
"132","chr1_13142893_13143236"
"133","chr1_13151084_13151440"
"134","chr1_13171135_13171524"
"135","chr1_13183286_13183792"
"136","chr1_13188131_13188931"
"137","chr1_13196312_13197397"
"138","chr1_13251684_13252085"
"139","chr1_13299528_13299929"
"140","chr1_13352760_13353108"
"141","chr1_13360621_13360980"
"142","chr1_13371882_13374994"
"143","chr1_13425705_13428241"
"144","chr1_13531445_13531919"
"145","chr1_13573784_13574486"
"146","chr1_13588911_13590484"
"147","chr1_13649559_13650234"
"148","chr1_13659690_13660907"
"149","chr1_13682917_13683425"
"150","chr1_13706289_13706759"
"151","chr1_13784428_13784831"
"152","chr1_13789153_13789860"
"153","chr1_13858553_13858974"
"154","chr1_13992951_13993416"
"155","chr1_14108181_14109561"
"156","chr1_14129393_14130028"
"157","chr1_14165415_14165748"
"158","chr1_14184193_14185607"
"159","chr1_14218675_14219091"
"160","chr1_14293673_14294650"
"161","chr1_14303336_14303936"
"162","chr1_14304536_14305299"
"163","chr1_14309367_14310592"
"164","chr1_14504345_14505002"
"165","chr1_14506113_14507059"
"166","chr1_14512935_14514296"
"167","chr1_14623029_14623585"
"168","chr1_14678453_14678800"
"169","chr1_14704953_14705333"
"170","chr1_14729061_14729406"
"171","chr1_14739971_14740450"
"172","chr1_14755043_14756223"
"173","chr1_14756870_14757190"
"174","chr1_15007675_15008064"
"175","chr1_15286089_15288039"
"176","chr1_15307584_15307911"
"177","chr1_15568596_15569120"
"178","chr1_15610462_15610898"
"179","chr1_15616203_15616976"
"180","chr1_15621918_15622254"
"181","chr1_15636491_15636889"
"182","chr1_15651770_15652469"
"183","chr1_15658232_15658890"
"184","chr1_15683586_15684051"
"185","chr1_15791880_15792232"
"186","chr1_15805020_15806531"
"187","chr1_15892386_15893093"
"188","chr1_15991033_15991956"
"189","chr1_16092869_16093575"
"190","chr1_16103777_16106646"
"191","chr1_16201901_16202334"
"192","chr1_16433432_16433755"
"193","chr1_16440217_16440561"
"194","chr1_16518382_16520573"
"195","chr1_16546591_16547033"
"196","chr1_16617695_16620027"
"197","chr1_16656220_16657975"
"198","chr1_16664809_16665848"
"199","chr1_16688134_16689168"
"200","chr1_16979867_16980320"
"201","chr1_17043330_17043725"
"202","chr1_17060443_17061019"
"203","chr1_17096632_17098678"
"204","chr1_17123216_17123862"
"205","chr1_17145078_17145979"
"206","chr1_17163556_17163952"
"207","chr1_17309894_17310353"
"208","chr1_17727115_17727779"
"209","chr1_17838393_17838834"
"210","chr1_17980598_17980994"
"211","chr1_18057604_18059220"
"212","chr1_18106105_18107092"
"213","chr1_18148247_18148596"
"214","chr1_18168264_18168688"
"215","chr1_18180239_18181791"
"216","chr1_18190926_18192249"
"217","chr1_18292475_18292857"
"218","chr1_18307283_18308898"
"219","chr1_18758317_18758940"
"220","chr1_18976677_18977059"
"221","chr1_19096969_19097531"
"222","chr1_19103706_19105095"
"223","chr1_19106950_19107458"
"224","chr1_19109761_19110095"
"225","chr1_19178987_19179391"
"226","chr1_19205735_19206613"
"227","chr1_19217265_19217650"
"228","chr1_19226611_19227032"
"229","chr1_19245053_19245571"
"230","chr1_19973372_19973670"
"231","chr1_20017655_20018017"
"232","chr1_20039437_20039725"
"233","chr1_20069694_20070195"
"234","chr1_20216667_20217110"
"235","chr1_20302504_20303422"
"236","chr1_20311533_20311858"
"237","chr1_20409572_20410104"
"238","chr1_20428225_20429182"
"239","chr1_20450065_20450526"
"240","chr1_20470266_20470755"
"241","chr1_20477607_20478404"
"242","chr1_20498909_20499406"
"243","chr1_20513680_20514074"
"244","chr1_20554353_20554842"
"245","chr1_20612677_20613136"
"246","chr1_20801450_20802207"
"247","chr1_20819872_20820727"
"248","chr1_20845671_20846030"
"249","chr1_20867453_20867943"
"250","chr1_20889884_20891801"
"251","chr1_20905322_20906653"
"252","chr1_20922434_20923481"
"253","chr1_20933438_20933942"
"254","chr1_20938973_20939490"
"255","chr1_20941291_20942008"
"256","chr1_20950965_20952432"
"257","chr1_20986631_20986954"
"258","chr1_20995289_20995840"
"259","chr1_21002559_21003238"
"260","chr1_21052247_21052956"
"261","chr1_21074039_21074714"
"262","chr1_21078476_21080009"
"263","chr1_21161758_21162179"
"264","chr1_21166125_21166936"
"265","chr1_21218316_21219364"
"266","chr1_21271413_21272516"
"267","chr1_21411158_21412317"
"268","chr1_21419404_21419733"
"269","chr1_21434913_21435241"
"270","chr1_21460846_21461517"
"271","chr1_21563942_21564343"
"272","chr1_21597943_21598303"
"273","chr1_21600660_21601228"
"274","chr1_21635396_21635910"
"275","chr1_21803703_21805452"
"276","chr1_21829895_21830589"
"277","chr1_21922332_21923692"
"278","chr1_21960194_21962689"
"279","chr1_22167488_22168403"
"280","chr1_22246861_22247354"
"281","chr1_22262442_22262768"
"282","chr1_22268737_22269422"
"283","chr1_22476178_22476609"
"284","chr1_22487281_22487671"
"285","chr1_22533019_22534294"
"286","chr1_22709357_22709764"
"287","chr1_22805063_22807181"
"288","chr1_23004830_23005333"
"289","chr1_23061880_23062462"
"290","chr1_23098005_23099125"
"291","chr1_23146348_23146855"
"292","chr1_23255692_23257563"
"293","chr1_23286672_23287199"
"294","chr1_23321204_23321892"
"295","chr1_23379139_23380828"
"296","chr1_23382404_23384022"
"297","chr1_23490240_23491367"
"298","chr1_23495338_23495797"
"299","chr1_23575093_23576581"
"300","chr1_23589416_23590072"
"301","chr1_23656156_23656818"
"302","chr1_23670557_23671123"
"303","chr1_23705487_23705962"
"304","chr1_23761329_23765106"
"305","chr1_23792711_23793180"
"306","chr1_23827037_23827535"
"307","chr1_23834458_23835349"
"308","chr1_23846230_23846728"
"309","chr1_23884074_23885337"
"310","chr1_23921491_23922814"
"311","chr1_23934854_23935503"
"312","chr1_23953855_23954250"
"313","chr1_24005058_24006099"
"314","chr1_24033995_24034420"
"315","chr1_24074263_24074833"
"316","chr1_24099058_24101169"
"317","chr1_24122455_24123070"
"318","chr1_24134625_24135319"
"319","chr1_24143449_24143914"
"320","chr1_24171383_24171907"
"321","chr1_24185016_24185360"
"322","chr1_24191533_24191925"
"323","chr1_24195898_24196222"
"324","chr1_24222933_24223684"
"325","chr1_24225991_24227420"
"326","chr1_24230323_24230833"
"327","chr1_24245741_24246177"
"328","chr1_24248660_24249561"
"329","chr1_24264332_24264715"
"330","chr1_24302606_24303123"
"331","chr1_24362179_24362766"
"332","chr1_24367494_24368224"
"333","chr1_24374934_24375270"
"334","chr1_24378407_24378854"
"335","chr1_24380919_24381333"
"336","chr1_24452179_24453492"
"337","chr1_24512488_24512887"
"338","chr1_24515234_24515794"
"339","chr1_24586274_24587619"
"340","chr1_24633790_24634087"
"341","chr1_24677968_24679804"
"342","chr1_24686598_24687004"
"343","chr1_24719595_24719971"
"344","chr1_24869805_24870277"
"345","chr1_24901312_24901634"
"346","chr1_24938361_24938796"
"347","chr1_25008795_25009209"
"348","chr1_25033633_25034139"
"349","chr1_25060218_25060574"
"350","chr1_25082280_25082822"
"351","chr1_25085260_25086607"
"352","chr1_25105248_25105836"
"353","chr1_25106961_25108210"
"354","chr1_25132224_25132903"
"355","chr1_25163485_25164032"
"356","chr1_25165610_25166873"
"357","chr1_25179569_25181084"
"358","chr1_25227838_25229824"
"359","chr1_25430409_25430941"
"360","chr1_25490179_25490616"
"361","chr1_25503665_25504963"
"362","chr1_25588564_25588999"
"363","chr1_25696700_25697762"
"364","chr1_25698409_25699254"
"365","chr1_25722332_25722727"
"366","chr1_25768845_25769492"
"367","chr1_25824260_25825025"
"368","chr1_25828861_25831436"
"369","chr1_25892085_25893275"
"370","chr1_26282762_26283588"
"371","chr1_26463210_26463601"
"372","chr1_26511390_26511791"
"373","chr1_26853676_26854244"
"374","chr1_27629123_27629453"
"375","chr1_28144872_28145156"
"376","chr1_28214053_28214997"
"377","chr1_28349382_28349896"
"378","chr1_28640925_28641244"
"379","chr1_29019220_29019681"
"380","chr1_29216954_29217706"
"381","chr1_29587781_29588249"
"382","chr1_30008945_30009342"
"383","chr1_30144986_30145374"
"384","chr1_30204603_30205211"
"385","chr1_30503192_30503594"
"386","chr1_30537196_30537622"
"387","chr1_30584792_30585496"
"388","chr1_30595272_30595768"
"389","chr1_30632806_30633135"
"390","chr1_30700257_30701707"
"391","chr1_30716379_30716714"
"392","chr1_30740851_30741208"
"393","chr1_30751076_30751552"
"394","chr1_30755516_30755925"
"395","chr1_30778681_30778958"
"396","chr1_30790005_30790736"
"397","chr1_30872587_30874482"
"398","chr1_30948268_30950794"
"399","chr1_31064763_31065983"
"400","chr1_31154012_31154330"
"401","chr1_31178167_31178748"
"402","chr1_31205288_31206053"
"403","chr1_31210145_31210601"
"404","chr1_31233500_31233985"
"405","chr1_31448859_31449591"
"406","chr1_31453713_31454425"
"407","chr1_31462201_31462869"
"408","chr1_32092989_32093418"
"409","chr1_32171976_32173721"
"410","chr1_32174471_32175406"
"411","chr1_32363403_32364067"
"412","chr1_32397449_32398138"
"413","chr1_32428376_32428722"
"414","chr1_32432765_32433633"
"415","chr1_32463201_32463625"
"416","chr1_32487971_32488387"
"417","chr1_32553558_32554395"
"418","chr1_32568930_32569269"
"419","chr1_32632373_32633411"
"420","chr1_32634046_32634890"
"421","chr1_32701222_32701547"
"422","chr1_32887692_32888188"
"423","chr1_33174975_33175640"
"424","chr1_33194997_33195636"
"425","chr1_33201404_33202250"
"426","chr1_33214478_33215272"
"427","chr1_33269152_33269493"
"428","chr1_33271451_33272227"
"429","chr1_33460281_33460677"
"430","chr1_33494653_33495542"
"431","chr1_33499614_33500273"
"432","chr1_33531478_33531782"
"433","chr1_33609818_33610606"
"434","chr1_33641199_33641565"
"435","chr1_33645502_33646354"
"436","chr1_33647102_33647812"
"437","chr1_33669216_33671037"
"438","chr1_33672473_33672918"
"439","chr1_33701041_33701657"
"440","chr1_33714780_33715181"
"441","chr1_33719469_33720887"
"442","chr1_33739246_33739780"
"443","chr1_33742880_33743225"
"444","chr1_33751264_33751810"
"445","chr1_33754967_33755337"
"446","chr1_33756546_33758289"
"447","chr1_33776245_33776657"
"448","chr1_33813218_33815203"
"449","chr1_33843785_33844359"
"450","chr1_33873235_33874113"
"451","chr1_33883379_33883814"
"452","chr1_33892805_33893130"
"453","chr1_33896068_33896590"
"454","chr1_33906417_33908773"
"455","chr1_33932898_33933490"
"456","chr1_33935753_33936454"
"457","chr1_33940298_33940826"
"458","chr1_33946460_33947700"
"459","chr1_33948529_33948906"
"460","chr1_33964637_33965044"
"461","chr1_33966225_33966771"
"462","chr1_34005107_34007072"
"463","chr1_34010860_34012383"
"464","chr1_34041331_34041895"
"465","chr1_34051359_34051988"
"466","chr1_34061079_34061540"
"467","chr1_34074767_34075183"
"468","chr1_34097565_34098124"
"469","chr1_34099465_34099832"
"470","chr1_34117729_34118122"
"471","chr1_34121281_34121618"
"472","chr1_34150576_34151160"
"473","chr1_34158895_34159222"
"474","chr1_34164615_34164979"
"475","chr1_34165893_34166410"
"476","chr1_34182851_34183801"
"477","chr1_34218290_34218738"
"478","chr1_34236213_34237843"
"479","chr1_34298530_34299862"
"480","chr1_34388823_34389532"
"481","chr1_34396251_34396818"
"482","chr1_34399513_34399948"
"483","chr1_34409864_34410238"
"484","chr1_34432638_34436144"
"485","chr1_34438838_34440497"
"486","chr1_34458555_34460225"
"487","chr1_34462762_34463163"
"488","chr1_34472252_34473300"
"489","chr1_34485645_34486220"
"490","chr1_34510731_34511431"
"491","chr1_34536546_34536990"
"492","chr1_34578667_34580424"
"493","chr1_34583463_34584984"
"494","chr1_34602292_34602808"
"495","chr1_34642403_34642888"
"496","chr1_34663971_34666934"
"497","chr1_34677755_34678969"
"498","chr1_34696461_34696967"
"499","chr1_34700357_34701110"
"500","chr1_34738380_34738791"
"501","chr1_34749301_34751737"
"502","chr1_34793517_34794015"
"503","chr1_34801430_34802685"
"504","chr1_34811654_34812020"
"505","chr1_34841944_34843699"
"506","chr1_34849570_34850982"
"507","chr1_34866996_34867639"
"508","chr1_34891515_34892061"
"509","chr1_34896881_34897336"
"510","chr1_34920862_34921204"
"511","chr1_34987611_34988268"
"512","chr1_35107027_35107796"
"513","chr1_35162512_35162869"
"514","chr1_35202393_35203124"
"515","chr1_35212384_35212726"
"516","chr1_35242923_35243656"
"517","chr1_35331756_35332014"
"518","chr1_35361438_35361915"
"519","chr1_35362876_35363216"
"520","chr1_35388189_35388539"
"521","chr1_35428171_35428863"
"522","chr1_35469066_35469680"
"523","chr1_35653030_35653879"
"524","chr1_35682502_35683112"
"525","chr1_35695072_35695447"
"526","chr1_35701566_35702024"
"527","chr1_35726632_35726973"
"528","chr1_35729728_35730789"
"529","chr1_35749299_35750844"
"530","chr1_35802933_35803542"
"531","chr1_35806364_35806688"
"532","chr1_35849542_35850608"
"533","chr1_35869415_35870163"
"534","chr1_35879230_35880305"
"535","chr1_35919856_35920646"
"536","chr1_35935227_35936781"
"537","chr1_35951028_35951617"
"538","chr1_35957640_35958508"
"539","chr1_35973250_35973750"
"540","chr1_36030414_36030998"
"541","chr1_36064575_36065624"
"542","chr1_36067704_36069864"
"543","chr1_36089108_36089489"
"544","chr1_36095296_36095996"
"545","chr1_36134561_36134976"
"546","chr1_36145071_36145472"
"547","chr1_36243678_36244843"
"548","chr1_36252771_36253259"
"549","chr1_36254653_36255239"
"550","chr1_36279161_36279620"
"551","chr1_36296380_36296863"
"552","chr1_36302996_36304215"
"553","chr1_36307235_36308713"
"554","chr1_36309440_36310048"
"555","chr1_36323985_36324474"
"556","chr1_36368349_36369511"
"557","chr1_36401267_36402145"
"558","chr1_36444403_36445783"
"559","chr1_36470745_36472536"
"560","chr1_36492443_36492786"
"561","chr1_36501251_36501658"
"562","chr1_36511236_36514096"
"563","chr1_36523527_36523966"
"564","chr1_36528201_36528908"
"565","chr1_36546492_36548029"
"566","chr1_36555675_36559083"
"567","chr1_36579983_36581438"
"568","chr1_36590634_36591095"
"569","chr1_36595510_36596483"
"570","chr1_36603000_36603984"
"571","chr1_36606838_36607533"
"572","chr1_36615251_36615590"
"573","chr1_36628585_36628987"
"574","chr1_36634879_36635368"
"575","chr1_36636011_36636961"
"576","chr1_36638154_36638526"
"577","chr1_36664466_36664794"
"578","chr1_36683484_36684684"
"579","chr1_36690995_36692173"
"580","chr1_36709058_36710578"
"581","chr1_36737276_36737747"
"582","chr1_36744184_36745057"
"583","chr1_36784522_36786567"
"584","chr1_36800618_36801002"
"585","chr1_36813284_36814397"
"586","chr1_36831171_36831640"
"587","chr1_36860655_36861997"
"588","chr1_36864704_36865232"
"589","chr1_36879167_36879872"
"590","chr1_36904292_36904925"
"591","chr1_36938520_36940654"
"592","chr1_37028533_37029891"
"593","chr1_37060802_37061502"
"594","chr1_37077836_37078563"
"595","chr1_37081436_37082220"
"596","chr1_37097082_37098577"
"597","chr1_37122090_37123166"
"598","chr1_37134753_37135079"
"599","chr1_37194638_37194993"
"600","chr1_37218403_37218806"
"601","chr1_37219826_37220771"
"602","chr1_37250510_37251303"
"603","chr1_37272413_37272936"
"604","chr1_37288097_37288576"
"605","chr1_37299415_37300840"
"606","chr1_37339106_37339564"
"607","chr1_37347296_37347691"
"608","chr1_37350840_37351288"
"609","chr1_37401636_37402055"
"610","chr1_37419352_37419765"
"611","chr1_37429330_37430801"
"612","chr1_37512177_37513513"
"613","chr1_37540093_37541772"
"614","chr1_37628732_37629171"
"615","chr1_37634611_37635082"
"616","chr1_37639065_37639604"
"617","chr1_37678335_37678763"
"618","chr1_37686813_37687996"
"619","chr1_37696924_37697298"
"620","chr1_37698158_37698604"
"621","chr1_37719294_37720352"
"622","chr1_37725764_37726831"
"623","chr1_37864253_37866030"
"624","chr1_37871598_37873038"
"625","chr1_37889674_37891784"
"626","chr1_37996550_37998847"
"627","chr1_38128801_38130692"
"628","chr1_38185426_38185981"
"629","chr1_38197323_38197715"
"630","chr1_38198412_38201036"
"631","chr1_38202817_38203160"
"632","chr1_38252610_38253023"
"633","chr1_38268426_38268984"
"634","chr1_38272344_38272850"
"635","chr1_38307910_38308946"
"636","chr1_38334201_38334729"
"637","chr1_38357997_38359257"
"638","chr1_38367432_38368104"
"639","chr1_38390808_38391227"
"640","chr1_38392900_38393965"
"641","chr1_38410317_38411194"
"642","chr1_38417355_38419011"
"643","chr1_38428852_38429724"
"644","chr1_38437857_38440209"
"645","chr1_38446161_38446811"
"646","chr1_38449969_38451494"
"647","chr1_38478174_38478655"
"648","chr1_38488756_38489233"
"649","chr1_38490822_38491250"
"650","chr1_38496644_38497314"
"651","chr1_38503416_38503833"
"652","chr1_38512390_38512796"
"653","chr1_38530056_38530444"
"654","chr1_38545451_38546050"
"655","chr1_38565208_38565931"
"656","chr1_38567740_38568268"
"657","chr1_38606591_38607189"
"658","chr1_38626186_38629545"
"659","chr1_38631153_38633492"
"660","chr1_38683310_38683594"
"661","chr1_38729022_38731010"
"662","chr1_38757590_38758223"
"663","chr1_38767161_38768297"
"664","chr1_38769890_38770290"
"665","chr1_38786308_38787901"
"666","chr1_38799374_38799714"
"667","chr1_38816400_38816730"
"668","chr1_38819632_38820182"
"669","chr1_38834938_38837177"
"670","chr1_38847756_38849453"
"671","chr1_38856149_38856662"
"672","chr1_38893109_38893998"
"673","chr1_38897101_38898459"
"674","chr1_38929092_38930092"
"675","chr1_38986968_38988568"
"676","chr1_39001084_39001748"
"677","chr1_39007207_39007783"
"678","chr1_39010630_39011152"
"679","chr1_39025210_39025601"
"680","chr1_39029134_39029563"
"681","chr1_39092955_39093779"
"682","chr1_39097564_39098009"
"683","chr1_39099160_39099681"
"684","chr1_39177094_39177928"
"685","chr1_39192345_39194640"
"686","chr1_39196338_39197055"
"687","chr1_39251354_39252163"
"688","chr1_39267094_39267520"
"689","chr1_39312280_39313491"
"690","chr1_39336804_39337206"
"691","chr1_39340680_39341110"
"692","chr1_39344939_39345378"
"693","chr1_39366863_39368890"
"694","chr1_39387382_39387989"
"695","chr1_39392166_39392644"
"696","chr1_39439578_39440530"
"697","chr1_39441620_39442176"
"698","chr1_39446011_39446765"
"699","chr1_39477882_39479292"
"700","chr1_39512848_39513338"
"701","chr1_39522519_39522979"
"702","chr1_39527475_39527802"
"703","chr1_39530152_39530735"
"704","chr1_39535057_39536627"
"705","chr1_39568106_39568472"
"706","chr1_39576248_39577869"
"707","chr1_39645913_39646733"
"708","chr1_39649892_39651453"
"709","chr1_39666739_39667140"
"710","chr1_39685792_39686294"
"711","chr1_39701060_39701858"
"712","chr1_39713871_39714563"
"713","chr1_39720500_39721068"
"714","chr1_39747021_39747489"
"715","chr1_39749635_39750036"
"716","chr1_39761334_39762413"
"717","chr1_39773844_39774581"
"718","chr1_39804482_39805591"
"719","chr1_39838620_39839451"
"720","chr1_39857409_39857818"
"721","chr1_39869842_39870339"
"722","chr1_39884943_39885284"
"723","chr1_39899779_39903425"
"724","chr1_39911459_39911965"
"725","chr1_39936113_39937008"
"726","chr1_39941804_39943451"
"727","chr1_39944389_39944852"
"728","chr1_39946950_39948522"
"729","chr1_39949262_39949680"
"730","chr1_39970026_39970358"
"731","chr1_39972368_39972773"
"732","chr1_39977004_39977796"
"733","chr1_39979631_39980368"
"734","chr1_39983144_39983466"
"735","chr1_40000949_40001291"
"736","chr1_40028280_40028696"
"737","chr1_40084182_40084787"
"738","chr1_40085409_40086308"
"739","chr1_40092227_40093041"
"740","chr1_40116437_40116782"
"741","chr1_40171970_40172349"
"742","chr1_40266300_40267070"
"743","chr1_40297211_40297624"
"744","chr1_40378712_40379192"
"745","chr1_40544689_40545013"
"746","chr1_40579802_40580138"
"747","chr1_40600409_40601416"
"748","chr1_40628121_40629316"
"749","chr1_40680436_40682119"
"750","chr1_40725954_40726570"
"751","chr1_40788704_40791163"
"752","chr1_40797313_40797770"
"753","chr1_40802730_40803189"
"754","chr1_40844599_40845057"
"755","chr1_40878994_40879698"
"756","chr1_40887578_40888153"
"757","chr1_40889523_40890698"
"758","chr1_40913536_40914066"
"759","chr1_40967772_40968449"
"760","chr1_41001266_41002450"
"761","chr1_41026808_41028539"
"762","chr1_41034889_41035942"
"763","chr1_41036660_41037392"
"764","chr1_41054434_41055232"
"765","chr1_41065087_41065513"
"766","chr1_41104852_41105306"
"767","chr1_41152450_41154828"
"768","chr1_41156244_41156635"
"769","chr1_41157164_41158740"
"770","chr1_41166069_41167111"
"771","chr1_41244335_41245137"
"772","chr1_41270939_41272132"
"773","chr1_41274470_41276005"
"774","chr1_41286295_41286653"
"775","chr1_41312952_41313295"
"776","chr1_41326794_41327479"
"777","chr1_41390021_41390761"
"778","chr1_41423472_41424008"
"779","chr1_41427566_41428202"
"780","chr1_41431060_41431993"
"781","chr1_41506590_41507047"
"782","chr1_41555610_41556047"
"783","chr1_41604721_41606582"
"784","chr1_41608752_41609157"
"785","chr1_41651796_41653491"
"786","chr1_41674099_41674849"
"787","chr1_41742330_41745270"
"788","chr1_41748276_41749699"
"789","chr1_41808819_41809083"
"790","chr1_41809782_41813039"
"791","chr1_41813923_41815514"
"792","chr1_41822736_41823404"
"793","chr1_41835706_41836107"
"794","chr1_41887481_41888697"
"795","chr1_41889743_41892634"
"796","chr1_41897744_41898271"
"797","chr1_41899867_41901042"
"798","chr1_41905959_41906444"
"799","chr1_41909722_41910266"
"800","chr1_41918678_41919270"
"801","chr1_42005863_42006850"
"802","chr1_42152454_42153126"
"803","chr1_42229340_42232260"
"804","chr1_42233128_42233847"
"805","chr1_42242371_42244540"
"806","chr1_42257069_42261034"
"807","chr1_42261635_42262788"
"808","chr1_42351562_42352792"
"809","chr1_42474182_42475122"
"810","chr1_42490797_42492155"
"811","chr1_42504484_42504847"
"812","chr1_42538541_42541423"
"813","chr1_42599201_42599768"
"814","chr1_42629833_42630282"
"815","chr1_42679545_42681350"
"816","chr1_42683188_42699805"
"817","chr1_42700358_42715130"
"818","chr1_42718453_42719061"
"819","chr1_42721087_42721807"
"820","chr1_42723450_42724333"
"821","chr1_42775058_42775795"
"822","chr1_42779776_42780675"
"823","chr1_42781557_42781902"
"824","chr1_42814948_42815629"
"825","chr1_42850702_42852072"
"826","chr1_42877199_42877654"
"827","chr1_42888424_42889773"
"828","chr1_42914949_42915531"
"829","chr1_42952309_42953935"
"830","chr1_43005912_43006642"
"831","chr1_43045475_43046007"
"832","chr1_43065728_43066365"
"833","chr1_43072060_43072427"
"834","chr1_43091755_43093297"
"835","chr1_43097890_43099349"
"836","chr1_43112893_43113334"
"837","chr1_43136822_43138023"
"838","chr1_43139537_43140076"
"839","chr1_43142811_43143615"
"840","chr1_43163236_43164405"
"841","chr1_43210344_43210662"
"842","chr1_43211426_43211827"
"843","chr1_43264325_43264873"
"844","chr1_43266633_43266961"
"845","chr1_43299400_43300094"
"846","chr1_43358208_43358641"
"847","chr1_43426338_43427251"
"848","chr1_43445018_43447304"
"849","chr1_43497853_43498373"
"850","chr1_43504211_43504712"
"851","chr1_43531043_43532575"
"852","chr1_43535565_43536252"
"853","chr1_43538711_43539224"
"854","chr1_43543274_43544533"
"855","chr1_43545629_43546382"
"856","chr1_43562005_43562383"
"857","chr1_43568852_43569176"
"858","chr1_43574901_43575316"
"859","chr1_43615934_43616352"
"860","chr1_43694575_43695633"
"861","chr1_43698457_43699200"
"862","chr1_43730347_43731025"
"863","chr1_43732619_43733158"
"864","chr1_43738074_43738620"
"865","chr1_43760084_43760537"
"866","chr1_43772659_43773089"
"867","chr1_43826610_43828702"
"868","chr1_43877267_43877741"
"869","chr1_43898921_43899772"
"870","chr1_43933008_43934753"
"871","chr1_44041698_44042992"
"872","chr1_44101355_44103140"
"873","chr1_44118194_44120572"
"874","chr1_44147043_44149166"
