Approved Symbol	EntrezGene ID
INTS3	65123
INTS4	92105
INTS4P1	285905
INTS4P2	644619
INTS5	80789
INTS6	26512
INTS6-AS1	100507398
INTS6L	203522
INTS6L-AS1	100874118
INTS6P1	285634
INTS7	25896
INTS8	55656
INTS9	55756
INTS10	55174
INTS12	57117
INTU	27152
INVS	27130
IP6K1	9807
IP6K2	51447
IP6K3	117283
IPCEF1	26034
IPMK	253430
IPMKP1	401730
IPO4	79711
IPO5	3843
IPO5P1	100132815
IPO7	10527
IPO7P1	100129708
IPO7P2	100128337
IPO8	10526
IPO8P1	100418819
IPO9	55705
IPO9-AS1	100873949
IPO11	51194
IPO13	9670
IPP	3652
IPPK	64768
IPPKP1	100874419
IPW	3653
IQCA1	79781
IQCA1-AS1	107080627
IQCA1L	392843
IQCB1	9657
IQCB2P	340192
IQCC	55721
IQCD	115811
IQCE	23288
IQCF1	132141
IQCF2	389123
IQCF3	401067
IQCF5	389124
IQCF5-AS1	101928999
IQCF6	440956
IQCG	84223
IQCH	64799
IQCH-AS1	100506686
IQCJ	654502
IQCJ-SCHIP1	100505385
IQCJ-SCHIP1-AS1	100874433
IQCK	124152
IQGAP1	8826
IQGAP2	10788
IQGAP3	128239
IQSEC1	9922
IQSEC2	23096
IQSEC3	440073
IQSEC3P1	100132450
IQSEC3P2	100130073
IQSEC3P3	728056
IQUB	154865
IRAIN	104472848
IRAK1	3654
IRAK1BP1	134728
IRAK2	3656
IRAK3	11213
IRAK4	51135
IREB2	3658
IRF1	3659
IRF2	3660
IRF2BP1	26145
IRF2BP2	359948
IRF2BPL	64207
IRF3	3661
IRF4	3662
IRF5	3663
IRF5P1	100420406
IRF6	3664
IRF7	3665
IRF8	3394
IRF9	10379
IRGC	56269
IRGM	345611
IRGQ	126298
IRS1	3667
IRS2	8660
IRS3P	442338
IRS4	8471
IRX1	79192
IRX1P1	646390
IRX2	153572
IRX3	79191
IRX4	50805
IRX4P1	
IRX5	10265
IRX6	79190
ISCA1	81689
ISCA1P1	389293
ISCA1P2	100288517
ISCA1P3	100131092
ISCA1P4	100128012
ISCA1P5	100288250
ISCA1P6	100130549
ISCA2	122961
ISCA2P1	100287193
ISCU	23479
ISCUP1	100462833
ISG15	9636
ISG20	3669
ISG20L2	81875
ISL1	3670
ISL2	64843
ISLR	3671
ISLR2	57611
ISM1	140862
ISM1-AS1	100505536
ISM2	145501
ISOC1	51015
ISOC2	79763
ISPD	729920
ISPD-AS1	100506025
IST1	9798
ISX	91464
ISX-AS1	101926957
ISY1	57461
ISY1-RAB43	100534599
ISYNA1	51477
ITCH	83737
ITCH-AS1	106480737
ITCH-IT1	100874302
ITFG1	81533
ITFG1-AS1	101927102
ITFG2	55846
ITGA1	3672
ITGA2	3673
ITGA2B	3674
ITGA3	3675
ITGA4	3676
ITGA5	3678
ITGA6	3655
ITGA7	3679
ITGA8	8516
ITGA9	3680
ITGA9-AS1	101928153
ITGA10	8515
ITGA11	22801
ITGAD	3681
ITGAE	3682
ITGAL	3683
ITGAM	3684
ITGAV	3685
ITGAX	3687
ITGB1	3688
ITGB1BP1	9270
ITGB1BP2	26548
ITGB1P1	100422691
ITGB2	3689
ITGB2-AS1	100505746
ITGB3	3690
ITGB3BP	23421
ITGB4	3691
ITGB5	3693
ITGB5-AS1	100873992
ITGB6	3694
ITGB7	3695
ITGB8	3696
ITGBL1	9358
ITIH1	3697
ITIH2	3698
ITIH3	3699
ITIH4	3700
ITIH4-AS1	100873993
ITIH5	80760
ITIH6	347365
ITK	3702
ITLN1	55600
ITLN2	142683
ITM2A	9452
ITM2B	9445
ITM2BP1	100420308
ITM2C	81618
ITPA	3704
ITPK1	3705
ITPK1-AS1	319085
ITPKA	3706
ITPKB	3707
ITPKB-AS1	100873994
ITPKB-IT1	100506443
ITPKC	80271
ITPR1	3708
ITPR1-AS1	100996539
ITPR2	3709
ITPR3	3710
ITPRIP	85450
ITPRIPL1	150771
ITPRIPL2	162073
ITSN1	6453
ITSN2	50618
IV	8114
IVD	3712
IVL	3713
IVNS1ABP	10625
IWS1	55677
IYD	389434
IZUMO1	284359
IZUMO1R	390243
IZUMO2	126123
IZUMO3	100129669
IZUMO4	113177
JADE1	79960
JADE2	23338
JADE3	9767
JADRR	101669763
JAG1	182
JAG2	3714
JAGN1	84522
JAK1	3716
JAK2	3717
JAK3	3718
JAKMIP1	152789
JAKMIP2	9832
JAKMIP2-AS1	153469
JAKMIP3	282973
JAM2	58494
JAM3	83700
JAML	120425
JARID2	3720
JARID2-AS1	100506681
JAZF1	221895
JAZF1-AS1	100128081
JBS	3719
JCHAIN	3512
JDP2	122953
JHDM1D-AS1	100134229
JKAMP	51528
JKAMPP1	100049717
JMJD1C	221037
JMJD1C-AS1	84989
JMJD4	65094
JMJD6	23210
JMJD7	100137047
JMJD7-PLA2G4B	8681
JMJD8	339123
JMY	133746
JOSD1	9929
JOSD2	126119
JPD	
JPH1	56704
JPH2	57158
JPH3	57338
JPH4	84502
JPX	554203
JRK	8629
JRKL	8690
JRKL-AS1	100874053
JSRP1	126306
JTB	10899
JTBP1	100874254
JUN	3725
JUNB	3726
JUND	3727
JUP	3728
KAAG1	353219
KALRN	8997
KANK1	23189
KANK1P1	100862705
KANK2	25959
KANK3	256949
KANK4	163782
KANSL1	284058
KANSL1-AS1	644246
KANSL1L	151050
KANSL2	54934
KANSL3	55683
KANTR	102723508
KARS	3735
KARSP1	100419558
KARSP2	100419560
KARSP3	100132079
KAT2A	2648
KAT2B	8850
KAT5	10524
KAT6A	7994
KAT6B	23522
KAT7	11143
KAT8	84148
KAT14	57325
KATNA1	11104
KATNAL1	84056
KATNAL2	83473
KATNB1	10300
KATNBL1	79768
KATNBL1P1	100420919
KATNBL1P2	100130235
KATNBL1P3	100420946
KATNBL1P4	100128982
KATNBL1P5	100420841
KATNBL1P6	729176
KAZALD1	81621
KAZN	23254
KBTBD2	25948
KBTBD3	143879
KBTBD4	55709
KBTBD6	89890
KBTBD7	84078
KBTBD8	84541
KBTBD11	9920
KBTBD11-OT1	104266957
KBTBD12	166348
KBTBD13	390594
KCMF1	56888
KCNA1	3736
KCNA2	3737
KCNA3	3738
KCNA4	3739
KCNA5	3741
KCNA6	3742
KCNA7	3743
KCNA10	3744
KCNAB1	7881
KCNAB1-AS1	100874084
KCNAB1-AS2	100874083
KCNAB2	8514
KCNAB3	9196
KCNB1	3745
KCNB2	9312
KCNC1	3746
KCNC2	3747
KCNC3	3748
KCNC4	3749
KCNC4-AS1	100873974
KCND1	3750
KCND2	3751
KCND3	3752
KCND3-AS1	100873995
KCND3-IT1	100874295
KCNE1	3753
KCNE1B	102723475
KCNE2	9992
KCNE3	10008
KCNE4	23704
KCNE5	23630
KCNF1	3754
KCNG1	3755
KCNG2	26251
KCNG3	170850
KCNG4	93107
KCNH1	3756
KCNH1-IT1	100874296
KCNH2	3757
KCNH3	23416
KCNH4	23415
KCNH5	27133
KCNH6	81033
KCNH7	90134
KCNH8	131096
KCNIP1	30820
KCNIP2	30819
KCNIP2-AS1	100289509
KCNIP3	30818
KCNIP4	80333
KCNIP4-IT1	359822
KCNJ1	3758
KCNJ2	3759
KCNJ2-AS1	400617
KCNJ3	3760
KCNJ4	3761
KCNJ5	3762
KCNJ6	3763
KCNJ6-AS1	100874329
KCNJ8	3764
KCNJ9	3765
KCNJ10	3766
KCNJ11	3767
KCNJ12	3768
KCNJ13	3769
KCNJ14	3770
KCNJ15	3772
KCNJ16	3773
KCNJ18	100134444
KCNK1	3775
KCNK2	3776
KCNK3	3777
KCNK4	50801
KCNK5	8645
KCNK6	9424
KCNK7	10089
KCNK9	51305
KCNK10	54207
KCNK12	56660
KCNK13	56659
KCNK15	60598
KCNK15-AS1	106144538
KCNK16	83795
KCNK17	89822
KCNK18	338567
KCNMA1	3778
KCNMA1-AS1	101929328
KCNMA1-AS2	101929310
KCNMA1-AS3	101929286
KCNMB1	3779
KCNMB2	10242
KCNMB2-AS1	104797538
KCNMB3	27094
KCNMB3P1	27093
KCNMB4	27345
KCNN1	3780
KCNN2	3781
KCNN3	3782
KCNN4	3783
KCNQ1	3784
KCNQ1-AS1	338653
KCNQ1DN	55539
KCNQ1OT1	10984
KCNQ2	3785
KCNQ3	3786
KCNQ4	9132
KCNQ5	56479
KCNQ5-AS1	100873997
KCNQ5-IT1	100507381
KCNRG	283518
KCNS1	3787
KCNS2	3788
KCNS3	3790
KCNT1	57582
KCNT2	343450
KCNU1	157855
KCNV1	27012
KCNV2	169522
KCP	375616
KCTD1	284252
KCTD2	23510
KCTD3	51133
KCTD4	386618
KCTD5	54442
KCTD6	200845
KCTD7	154881
KCTD8	386617
KCTD9	54793
KCTD9P1	100422273
KCTD9P2	643535
KCTD9P3	647013
KCTD9P4	100422242
KCTD9P5	100422179
KCTD9P6	642513
KCTD10	83892
KCTD10P1	100422230
KCTD11	147040
KCTD12	115207
KCTD13	253980
KCTD14	65987
KCTD15	79047
KCTD16	57528
KCTD17	79734
KCTD18	130535
KCTD19	146212
KCTD20	222658
KCTD21	283219
KCTD21-AS1	100289388
KDELC1	79070
KDELC1P1	100144494
KDELC2	143888
KDELR1	10945
KDELR2	11014
KDELR3	11015
KDF1	126695
KDM1A	23028
KDM1B	221656
KDM2A	22992
KDM2B	84678
KDM3A	55818
KDM3B	51780
KDM4A	9682
KDM4A-AS1	100132774
KDM4B	23030
KDM4C	23081
KDM4D	55693
KDM4E	390245
KDM5A	5927
KDM5B	10765
KDM5C	8242
KDM5C-IT1	100874299
KDM5D	8284
KDM5DP1	359796
KDM6A	7403
KDM6B	23135
KDM7A	80853
KDM8	79831
KDR	3791
KDSR	2531
KEAP1	9817
KEL	3792
KERA	11081
KFM	
KHDC1	80759
KHDC1L	100129128
KHDC1P1	653194
KHDC3L	154288
KHDRBS1	10657
KHDRBS2	202559
KHDRBS3	10656
KHK	3795
KHNYN	23351
KHSRP	8570
KHSRPP1	402359
KIAA0040	9674
KIAA0087	9808
KIAA0100	9703
KIAA0101	9768
KIAA0141	9812
KIAA0196	9897
KIAA0196-AS1	106479020
KIAA0232	9778
KIAA0319	9856
KIAA0319L	79932
KIAA0355	9710
KIAA0368	23392
KIAA0391	9692
KIAA0408	9729
KIAA0430	9665
KIAA0513	9764
KIAA0556	23247
KIAA0586	9786
KIAA0753	9851
KIAA0754	643314
KIAA0825	285600
KIAA0895	23366
KIAA0895L	653319
KIAA0907	22889
KIAA0922	23240
KIAA0930	23313
KIAA1024	23251
KIAA1024L	100127206
KIAA1033	23325
KIAA1107	23285
KIAA1109	84162
KIAA1143	57456
KIAA1147	57189
KIAA1161	57462
KIAA1191	57179
KIAA1210	57481
KIAA1211	57482
KIAA1211L	343990
KIAA1217	56243
KIAA1257	57501
KIAA1324	57535
KIAA1324L	222223
KIAA1328	57536
KIAA1429	25962
KIAA1456	57604
KIAA1462	57608
KIAA1468	57614
KIAA1522	57648
KIAA1524	57650
KIAA1549	57670
KIAA1549L	25758
KIAA1551	55196
KIAA1586	57691
KIAA1614	57710
KIAA1614-AS1	103344928
KIAA1644	85352
KIAA1671	85379
KIAA1683	80726
KIAA1755	85449
KIAA1841	84542
KIAA1958	158405
KIAA2012	100652824
KIAA2013	90231
KIAA2022	340533
KIAA2026	158358
KIDINS220	57498
KIF1A	547
KIF1B	23095
KIF1BP	26128
KIF1C	10749
KIF2A	3796
KIF2B	84643
KIF2C	11004
KIF3A	11127
KIF3B	9371
KIF3C	3797
KIF4A	24137
KIF4B	285643
KIF4CP	347363
KIF5A	3798
KIF5B	3799
KIF5C	3800
KIF6	221458
KIF7	374654
KIF9	64147
KIF9-AS1	285352
KIF11	3832
KIF12	113220
KIF13A	63971
KIF13B	23303
KIF14	9928
KIF15	56992
KIF16B	55614
KIF17	57576
KIF18A	81930
KIF18B	146909
KIF18BP1	642683
KIF19	124602
KIF20A	10112
KIF20B	9585
KIF21A	55605
KIF21B	23046
KIF22	3835
KIF23	9493
KIF24	347240
KIF25	3834
KIF25-AS1	100505879
KIF26A	26153
KIF26B	55083
KIF27	55582
KIF28P	100130097
KIFAP3	22920
KIFC1	3833
KIFC2	90990
KIFC3	3801
KIN	22944
KIR2DL1	3802
KIR2DL2	3803
KIR2DL3	3804
KIR2DL4	3805
KIR2DL5A	57292
KIR2DL5B	553128
KIR2DP1	554300
KIR2DS1	3806
KIR2DS2	100132285
KIR2DS3	3808
KIR2DS4	3809
KIR2DS5	3810
KIR3DL1	3811
KIR3DL2	3812
KIR3DL3	115653
KIR3DP1	548594
KIR3DS1	3813
KIR3DX1	90011
KIRREL	55243
KIRREL-IT1	100505785
KIRREL2	84063
KIRREL3	84623
KIRREL3-AS1	100874250
KIRREL3-AS2	100874251
KIRREL3-AS3	283165
KISS1	3814
KISS1R	84634
KIT	3815
KITLG	4254
KIZ	55857
KIZ-AS1	101929591
KL	9365
KLB	152831
KLC1	3831
KLC2	64837
KLC3	147700
KLC4	89953
KLF1	10661
KLF2	10365
KLF2P1	106480253
KLF2P2	106480678
KLF2P3	106481672
KLF2P4	100533668
KLF3	51274
KLF3-AS1	79667
KLF3P1	651815
KLF3P2	100124394
KLF4	9314
KLF4P1	100420113
KLF5	688
KLF6	1316
KLF7	8609
KLF7-IT1	100874272
KLF7P1	100128036
KLF8	11279
KLF8P1	100128777
KLF9	687
KLF10	7071
KLF11	8462
KLF12	11278
KLF13	51621
KLF14	136259
KLF15	28999
KLF16	83855
KLF17	128209
KLF17P1	100133321
KLF17P2	106481669
KLF18	105378952
KLHDC1	122773
KLHDC2	23588
KLHDC3	116138
KLHDC4	54758
KLHDC7A	127707
KLHDC7B	113730
KLHDC8A	55220
KLHDC8B	200942
KLHDC9	126823
KLHDC10	23008
KLHL1	57626
KLHL2	11275
KLHL2P1	729249
KLHL3	26249
KLHL4	56062
KLHL5	51088
KLHL6	89857
KLHL6-AS1	100874019
KLHL7	55975
KLHL7-AS1	100775104
KLHL8	57563
KLHL9	55958
KLHL10	317719
KLHL11	55175
KLHL12	59349
KLHL13	90293
KLHL14	57565
KLHL15	80311
KLHL17	339451
KLHL18	23276
KLHL20	27252
KLHL21	9903
KLHL22	84861
KLHL23	151230
KLHL24	54800
KLHL25	64410
KLHL26	55295
KLHL28	54813
KLHL29	114818
KLHL30	377007
KLHL30-AS1	394261
KLHL31	401265
KLHL32	114792
KLHL33	123103
KLHL34	257240
KLHL35	283212
KLHL36	79786
KLHL38	340359
KLHL40	131377
KLHL41	10324
KLHL42	57542
KLK1	3816
KLK2	3817
KLK3	354
KLK4	9622
KLK5	25818
KLK6	5653
KLK7	5650
KLK8	11202
KLK9	284366
KLK10	5655
KLK11	11012
KLK12	43849
KLK13	26085
KLK14	43847
KLK15	55554
KLKB1	3818
KLKP1	606293
KLLN	100144748
KLRA1P	10748
KLRB1	3820
KLRC1	3821
KLRC2	3822
KLRC3	3823
KLRC4	8302
KLRC4-KLRK1	100528032
KLRD1	3824
KLRF1	51348
KLRF2	100431172
KLRG1	10219
KLRG2	346689
KLRK1	22914
KMO	8564
KMS	
KMT2A	4297
KMT2B	9757
KMT2C	58508
KMT2D	8085
KMT2E	55904
KMT2E-AS1	100216545
KMT5A	387893
KMT5B	51111
KMT5C	84787
KNCN	148930
KNDC1	85442
KNG1	3827
KNL1	57082
KNOP1	400506
KNOP1P1	100129937
KNOP1P2	100420898
KNOP1P3	100128029
KNOP1P4	100420843
KNOP1P5	100130158
KNSTRN	90417
KNTC1	9735
KPNA1	3836
KPNA2	3838
KPNA3	3839
KPNA4	3840
KPNA5	3841
KPNA6	23633
KPNA7	402569
KPNB1	3837
KPRP	448834
KPTN	11133
KRAS	3845
KRASP1	3844
KRBA1	84626
KRBA2	124751
KRBOX1	100506243
KRBOX1-AS1	100506275
KRBOX4	55634
KRCC1	51315
KREMEN1	83999
KREMEN2	79412
KRI1	65095
KRIT1	889
KRR1	11103
KRR1P1	100422486
KRT1	3848
KRT2	3849
KRT3	3850
KRT4	3851
KRT5	3852
KRT6A	3853
KRT6B	3854
KRT6C	286887
KRT7	3855
KRT8	3856
KRT8P1	338017
KRT8P2	390472
KRT8P3	728638
KRT8P4	100509857
KRT8P5	342732
KRT8P6	392552
KRT8P7	729131
KRT8P8	402429
KRT8P9	390601
KRT8P10	344320
KRT8P11	347265
KRT8P12	90133
KRT8P13	730023
KRT8P14	347333
KRT8P15	645834
KRT8P16	220959
KRT8P17	392479
KRT8P18	442078
KRT8P19	644998
KRT8P20	441218
KRT8P21	126811
KRT8P22	342419
KRT8P23	390610
KRT8P24	729344
KRT8P25	402134
KRT8P26	390211
KRT8P27	442455
KRT8P28	391099
KRT8P29	391155
KRT8P30	391485
KRT8P31	728167
KRT8P32	100289133
KRT8P33	100418737
KRT8P34	100418811
KRT8P35	100418747
KRT8P36	100418748
KRT8P37	100287325
KRT8P38	100418799
KRT8P39	100418781
KRT8P40	100418728
KRT8P41	283102
KRT8P42	100418750
KRT8P43	100289319
KRT8P44	100129958
KRT8P45	149501
KRT8P46	100418744
KRT8P47	644743
KRT8P48	100887067
KRT8P49	643447
KRT8P50	102724430
KRT8P51	106480676
KRT9	3857
KRT10	3858
KRT12	3859
KRT13	3860
KRT14	3861
KRT15	3866
KRT16	3868
KRT16P1	729252
KRT16P2	400578
KRT16P3	644945
KRT16P4	339244
KRT16P5	353196
KRT16P6	353194
KRT17	3872
KRT17P1	147228
KRT17P2	339241
KRT17P3	729682
KRT17P4	339186
KRT17P5	339240
KRT17P6	284196
KRT17P7	339258
KRT17P8	100130074
KRT18	3875
KRT18P1	3879
KRT18P2	54044
KRT18P3	170527
KRT18P4	391256
KRT18P5	728300
KRT18P6	122592
KRT18P7	100418877
KRT18P8	125242
KRT18P9	442205
KRT18P10	360019
KRT18P11	3876
KRT18P12	643471
KRT18P13	392371
KRT18P14	119722
KRT18P15	729211
KRT18P16	391827
KRT18P17	344866
KRT18P18	342374
KRT18P19	339781
KRT18P20	121054
KRT18P21	132391
KRT18P22	442252
KRT18P23	642448
KRT18P24	340460
KRT18P25	391647
KRT18P26	100418770
KRT18P27	390418
KRT18P28	343326
KRT18P29	729050
KRT18P30	643858
KRT18P31	646723
KRT18P32	391179
KRT18P33	647162
KRT18P34	391589
KRT18P35	391584
KRT18P36	442406
KRT18P37	392214
KRT18P38	441133
KRT18P39	344462
KRT18P40	390904
KRT18P41	345430
KRT18P42	391819
KRT18P43	151825
KRT18P44	139748
KRT18P45	391803
KRT18P46	391458
KRT18P47	390634
KRT18P48	340598
KRT18P49	392516
KRT18P50	442236
KRT18P51	391703
KRT18P52	100418769
KRT18P53	106478925
KRT18P54	100418792
KRT18P55	284085
KRT18P56	106479027
KRT18P57	643329
KRT18P58	644030
KRT18P59	399965
KRT18P60	100418829
KRT18P61	100418865
KRT18P62	100287635
KRT18P63	100288868
KRT18P64	107133513
KRT18P65	442249
KRT18P66	442405
KRT18P67	100631239
KRT18P68	139060
KRT19	3880
KRT19P1	441160
KRT19P2	160313
KRT19P3	442114
KRT19P4	100128041
KRT19P6	106480807
KRT20	54474
KRT23	25984
KRT24	192666
KRT25	147183
KRT26	353288
KRT27	342574
KRT28	162605
KRT31	3881
KRT32	3882
KRT33A	3883
KRT33B	3884
KRT34	3885
KRT35	3886
KRT36	8689
KRT37	8688
KRT38	8687
KRT39	390792
KRT40	125115
KRT41P	8686
KRT42P	284116
KRT43P	100418861
KRT71	112802
KRT72	140807
KRT73	319101
KRT73-AS1	100127967
KRT74	121391
KRT75	9119
KRT76	51350
KRT77	374454
KRT78	196374
KRT79	338785
KRT80	144501
KRT81	3887
KRT82	3888
KRT83	3889
KRT84	3890
KRT85	3891
KRT86	3892
KRT87P	85349
KRT88P	85348
KRT89P	85344
KRT90P	85340
KRT125P	100418828
KRT126P	643865
KRT127P	100418779
KRT128P	106480238
KRT222	125113
KRT223P	643115
KRTAP1-1	81851
KRTAP1-3	81850
KRTAP1-4	728255
KRTAP1-5	83895
KRTAP2-1	81872
KRTAP2-2	728279
KRTAP2-3	730755
KRTAP2-4	85294
KRTAP2-5P	85343
KRTAP3-1	83896
KRTAP3-2	83897
KRTAP3-3	85293
KRTAP3-4P	85345
KRTAP4-1	85285
KRTAP4-2	85291
KRTAP4-3	85290
KRTAP4-4	84616
KRTAP4-5	85289
KRTAP4-6	81871
KRTAP4-7	100132476
KRTAP4-8	728224
KRTAP4-9	100132386
KRTAP4-11	653240
KRTAP4-12	83755
KRTAP4-16	85354
KRTAP5-1	387264
KRTAP5-2	440021
KRTAP5-3	387266
KRTAP5-4	387267
KRTAP5-5	439915
KRTAP5-6	440023
KRTAP5-7	440050
KRTAP5-8	57830
KRTAP5-9	3846
KRTAP5-10	387273
KRTAP5-11	440051
KRTAP5-13P	387275
KRTAP5-14P	387276
KRTAP5-AS1	338651
KRTAP6-1	337966
KRTAP6-2	337967
KRTAP6-3	337968
KRTAP7-1	337878
KRTAP8-1	337879
KRTAP8-2P	337980
KRTAP8-3P	337981
KRTAP9-1	728318
KRTAP9-2	83899
KRTAP9-3	83900
KRTAP9-4	85280
KRTAP9-6	100507608
KRTAP9-7	100505724
KRTAP9-8	83901
KRTAP9-9	81870
KRTAP9-10P	106480422
KRTAP9-11P	85347
KRTAP9-12P	100287715
KRTAP10-1	386677
KRTAP10-2	386679
KRTAP10-3	386682
KRTAP10-4	386672
KRTAP10-5	386680
KRTAP10-6	386674
KRTAP10-7	386675
KRTAP10-8	386681
KRTAP10-9	386676
KRTAP10-10	353333
KRTAP10-11	386678
KRTAP10-12	386685
KRTAP10-13P	100874224
KRTAP11-1	337880
KRTAP12-1	353332
KRTAP12-2	353323
KRTAP12-3	386683
KRTAP12-4	386684
KRTAP12-5P	
KRTAP13-1	140258
KRTAP13-2	337959
KRTAP13-3	337960
KRTAP13-4	284827
KRTAP13-5P	337964
KRTAP13-6P	337965
KRTAP15-1	254950
KRTAP16-1	100505753
KRTAP17-1	83902
KRTAP19-1	337882
KRTAP19-2	337969
KRTAP19-3	337970
KRTAP19-4	337971
KRTAP19-5	337972
KRTAP19-6	337973
KRTAP19-7	337974
KRTAP19-8	728299
KRTAP19-9P	337982
KRTAP19-10P	337983
KRTAP19-11P	337984
KRTAP20-1	337975
KRTAP20-2	337976
KRTAP20-3	337985
KRTAP20-4	100151643
KRTAP21-1	337977
KRTAP21-2	337978
KRTAP21-3	100288323
KRTAP21-4P	337986
KRTAP22-1	337979
KRTAP22-2	100288287
KRTAP23-1	337963
KRTAP24-1	643803
KRTAP25-1	100131902
KRTAP26-1	388818
KRTAP27-1	643812
KRTAP29-1	100533177
KRTCAP2	200185
KRTCAP3	200634
KRTDAP	388533
KSR1	8844
KSR1P1	106479050
KSR2	283455
KSS	
KTI12	112970
KTN1	3895
KTN1-AS1	100129075
KWE	3896
KXD1	79036
KY	339855
KYAT1	883
KYAT3	56267
KYNU	8942
KYNUP1	729321
KYNUP2	729310
KYNUP3	729323
L1CAM	3897
L1RE1	4029
L1RE2	4030
L1RE3	
L1RE4	100272169
L1TD1	54596
L1TD1P1	100126007
L2HGDH	79944
L3HYPDH	112849
L3MBTL1	26013
L3MBTL2	83746
L3MBTL3	84456
L3MBTL4	91133
L3MBTL4-AS1	101927150
LACC1	144811
LACE1	246269
LACRT	90070
LACTB	114294
LACTB2	51110
LACTB2-AS1	286190
LACTBL1	646262
LAD1	3898
LAG3	3902
LAGE3	8270
LAGE3P1	646808
LAIR1	3903
LAIR2	3904
LAKLG	3905
LALBA	3906
LAMA1	284217
LAMA2	3908
LAMA3	3909
LAMA4	3910
LAMA5	3911
LAMA5-AS1	101928158
LAMB1	3912
LAMB2	3913
LAMB2P1	22973
LAMB3	3914
LAMB4	22798
LAMC1	3915
LAMC2	3918
LAMC3	10319
LAMP1	3916
LAMP1P1	100421198
LAMP2	3920
LAMP3	27074
LAMP5	24141
LAMP5-AS1	101929329
LAMTOR1	55004
LAMTOR2	28956
LAMTOR3	8649
LAMTOR3P1	100130119
LAMTOR3P2	100874516
LAMTOR4	389541
LAMTOR5	10542
LAMTOR5-AS1	101410535
LAMTOR5P1	106478910
LANCL1	10314
LANCL1-AS1	102724820
LANCL2	55915
LANCL3	347404
LAP3	51056
LAP3P1	100873864
LAP3P2	389386
LAPTM4A	9741
LAPTM4B	55353
LAPTM4BP1	645900
LAPTM4BP2	107075219
LAPTM5	7805
LARGE-AS1	100506195
LARGE-IT1	100874331
LARGE1	9215
LARGE2	120071
LARP1	23367
LARP1B	55132
LARP1BP1	644578
LARP1BP2	106479034
LARP1BP3	644403
LARP1P1	100379623
LARP4	113251
LARP4B	23185
LARP4P	554354
LARP6	55323
LARP7	51574
LARP7P1	106480287
LARP7P2	106481699
LARP7P3	106481700
LARP7P4	100421509
LARS	51520
LARS2	23395
LARS2-AS1	100885795
LAS1L	81887
LASP1	3927
LAT	27040
LAT2	7462
LATS1	9113
LATS2	26524
LATS2-AS1	100874066
LAX1	54900
LAYN	143903
LBH	81606
LBHD1	79081
LBP	3929
LBR	3930
LBX1	10660
LBX1-AS1	399806
LBX2	85474
LBX2-AS1	151534
LCA5	167691
LCA5L	150082
LCAL1	80078
LCAT	3931
LCE1A	353131
LCE1B	353132
LCE1C	353133
LCE1D	353134
LCE1E	353135
LCE1F	353137
LCE2A	353139
LCE2B	26239
LCE2C	353140
LCE2D	353141
LCE3A	353142
LCE3B	353143
LCE3C	353144
LCE3D	84648
LCE3E	353145
LCE4A	199834
LCE5A	254910
LCE6A	448835
LCEP1	450208
LCEP2	450209
LCEP3	450211
LCEP4	450210
LCK	3932
LCLAT1	253558
LCMT1	51451
LCMT1-AS1	102723510
LCMT1-AS2	100506655
LCMT2	9836
LCN1	3933
LCN1P1	286310
LCN1P2	653163
LCN2	3934
LCN6	158062
LCN8	138307
LCN9	392399
LCN10	414332
LCN12	286256
LCN15	389812
LCNL1	401562
LCOR	84458
LCORL	254251
LCP1	3936
LCP2	3937
LCS1	84565
LCT	3938
LCTL	197021
LDAH	60526
LDB1	8861
LDB2	9079
LDB3	11155
LDHA	3939
LDHAL6A	160287
LDHAL6B	92483
LDHAL6CP	121498
LDHAL6DP	100420508
LDHAL6EP	100420462
LDHAL6FP	100420477
LDHAP1	3940
LDHAP2	100190799
LDHAP3	442013
LDHAP4	158222
LDHAP5	729666
LDHAP7	100190800
LDHB	3945
LDHBP1	100289475
LDHBP2	3947
LDHBP3	100129283
LDHC	3948
LDHD	197257
LDLR	3949
LDLRAD1	388633
LDLRAD2	401944
LDLRAD3	143458
LDLRAD4	753
LDLRAD4-AS1	100288122
LDLRAP1	26119
LDOC1	23641
LDOC1L	84247
LEAP2	116842
LECT1	11061
LECT2	3950
LEF1	51176
LEF1-AS1	641518
LEFTY1	10637
LEFTY2	7044
LEKR1	389170
LELP1	149018
LEMD1	93273
LEMD1-AS1	284576
LEMD2	221496
LEMD3	23592
LENEP	55891
LENG1	79165
LENG8	114823
LENG8-AS1	104355426
LENG9	94059
LEO1	123169
LEP	3952
LEPR	3953
LEPROT	54741
LEPROTL1	23484
LETM1	3954
LETM1P1	390597
LETM1P2	100131934
LETM1P3	100151646
LETM2	137994
LETMD1	25875
LEUTX	342900
LEXM	163747
LFNG	3955
LGALS1	3956
LGALS2	3957
LGALS3	3958
LGALS3BP	3959
LGALS4	3960
LGALS7	3963
LGALS7B	653499
LGALS8	3964
LGALS8-AS1	100287902
LGALS9	3965
LGALS9B	284194
LGALS9C	654346
LGALS9DP	645754
LGALS12	85329
LGALS13	29124
LGALS14	56891
LGALS16	148003
LGALSL	29094
LGI1	9211
LGI2	55203
LGI3	203190
LGI4	163175
LGMD1G	553991
LGMD1H	100529230
LGMN	5641
LGMNP1	122199
LGR4	55366
LGR5	8549
LGR6	59352
LGSN	51557
LGTN	100529141
LHB	3972
LHCGR	3973
LHFP	10186
LHFPL1	340596
