"","x"
"100","chr10_105523557_105523792"
"101","chr10_105531387_105531634"
"102","chr10_105573396_105575735"
"103","chr10_10557396_10558671"
"104","chr10_105595601_105596032"
"105","chr10_105598655_105599129"
"106","chr10_105615397_105616025"
"107","chr10_105638827_105639529"
"108","chr10_105689333_105689844"
"109","chr10_105738912_105739464"
"110","chr10_105774314_105774813"
"111","chr10_105789032_105789458"
"112","chr10_105797188_105797902"
"113","chr10_105834743_105834933"
"114","chr10_105840548_105842058"
"115","chr10_105867368_105867686"
"116","chr10_105926702_105927233"
"117","chr10_106010079_106010579"
"118","chr10_106122670_106123449"
"119","chr10_106131115_106131476"
"120","chr10_106259774_106260243"
"121","chr10_106354735_106354864"
"122","chr10_106375424_106376573"
"123","chr10_106468702_106471279"
"124","chr10_106509297_106509698"
"125","chr10_106585663_106586100"
"126","chr10_106609089_106610374"
"127","chr10_106632053_106633191"
"128","chr10_106633843_106634004"
"129","chr10_106681376_106681824"
"130","chr10_106685317_106685908"
"131","chr10_106815491_106815857"
"132","chr10_106862287_106862324"
"133","chr10_106870153_106870696"
"134","chr10_106881283_106881711"
"135","chr10_10688682_10689960"
"136","chr10_106913019_106913485"
"137","chr10_106924360_106924725"
"138","chr10_106932509_106932868"
"139","chr10_10701323_10701812"
"140","chr10_107094364_107094899"
"141","chr10_107116197_107116537"
"142","chr10_107123465_107124291"
"143","chr10_107271441_107273298"
"144","chr10_107310991_107311368"
"145","chr10_107341196_107341296"
"146","chr10_107352105_107352398"
"147","chr10_107381169_107381461"
"148","chr10_107389567_107389964"
"149","chr10_107493174_107493984"
"150","chr10_107550319_107550472"
"151","chr10_10763100_10763272"
"152","chr10_107662438_107662751"
"153","chr10_107752000_107752866"
"154","chr10_107799997_107800400"
"155","chr10_107813825_107814568"
"156","chr10_107858701_107859096"
"157","chr10_107860152_107860718"
"158","chr10_107932417_107932894"
"159","chr10_107948633_107949133"
"160","chr10_108036673_108037160"
"161","chr10_108060546_108060931"
"162","chr10_108061926_108062404"
"163","chr10_108071456_108071857"
"164","chr10_108088513_108089639"
"165","chr10_10812892_10813523"
"166","chr10_108133036_108134314"
"167","chr10_108155422_108155565"
"168","chr10_108161063_108163533"
"169","chr10_108180440_108180510"
"170","chr10_108300750_108301283"
"171","chr10_108331467_108333881"
"172","chr10_108354739_108355191"
"173","chr10_108364824_108366602"
"174","chr10_108372258_108372589"
"175","chr10_108435645_108436004"
"176","chr10_108444037_108444506"
"177","chr10_108446036_108446805"
"178","chr10_108456117_108456216"
"179","chr10_10847421_10848440"
"180","chr10_108487236_108487577"
"181","chr10_108524653_108525001"
"182","chr10_108559529_108559623"
"183","chr10_108580794_108581768"
"184","chr10_108600435_108602550"
"185","chr10_108679741_108680026"
"186","chr10_108697136_108697451"
"187","chr10_108701344_108701808"
"188","chr10_108710263_108711068"
"189","chr10_108733951_108734447"
"190","chr10_108763659_108764219"
"191","chr10_108782919_108783287"
"192","chr10_108800900_108801314"
"193","chr10_10885005_10885135"
"194","chr10_108884565_108884863"
"195","chr10_108936839_108937257"
"196","chr10_108979565_108980236"
"197","chr10_109009929_109011902"
"198","chr10_109079749_109080197"
"199","chr10_109132072_109132516"
"200","chr10_10917837_10918263"
"201","chr10_109188262_109189546"
"202","chr10_109241616_109241940"
"203","chr10_109283370_109283827"
"204","chr10_109326549_109327865"
"205","chr10_109337561_109337819"
"206","chr10_109358830_109359231"
"207","chr10_109407094_109407234"
"208","chr10_10942253_10942673"
"209","chr10_10948999_10949653"
"210","chr10_109496105_109496579"
"211","chr10_109543417_109543628"
"212","chr10_109664765_109665337"
"213","chr10_109683438_109685285"
"214","chr10_109712992_109713461"
"215","chr10_109746885_109747299"
"216","chr10_109758904_109759438"
"217","chr10_109765669_109766003"
"218","chr10_109796826_109797468"
"219","chr10_109832418_109833513"
"220","chr10_109861251_109861662"
"221","chr10_109864676_109865135"
"222","chr10_109920693_109921397"
"223","chr10_109922257_109922269"
"224","chr10_109974146_109974418"
"225","chr10_110085225_110085524"
"226","chr10_110088595_110089036"
"227","chr10_110092220_110092315"
"228","chr10_110099311_110099770"
"229","chr10_110102253_110102674"
"230","chr10_110126215_110126227"
"231","chr10_110153992_110156040"
"232","chr10_110160966_110161202"
"233","chr10_110186328_110186698"
"234","chr10_110191819_110193341"
"235","chr10_110233213_110233981"
"236","chr10_110240660_110241104"
"237","chr10_110241945_110242793"
"238","chr10_110272755_110273306"
"239","chr10_110283876_110284278"
"240","chr10_110289942_110290529"
"241","chr10_110309355_110310081"
"242","chr10_110344913_110346949"
"243","chr10_110352057_110352652"
"244","chr10_110373002_110373482"
"245","chr10_110380610_110381449"
"246","chr10_110383760_110384287"
"247","chr10_110386216_110386583"
"248","chr10_110413168_110413829"
"249","chr10_110421689_110421752"
"250","chr10_11044726_11044986"
"251","chr10_110453548_110456658"
"252","chr10_110477693_110478124"
"253","chr10_110485360_110485611"
"254","chr10_110570359_110570804"
"255","chr10_110600340_110600843"
"256","chr10_11061421_11062248"
"257","chr10_110647392_110647980"
"258","chr10_110707650_110708088"
"259","chr10_110733369_110733698"
"260","chr10_110744589_110746133"
"261","chr10_110760559_110760949"
"262","chr10_110769525_110769848"
"263","chr10_110794490_110795477"
"264","chr10_11081219_11082566"
"265","chr10_110835117_110835911"
"266","chr10_110858013_110858030"
"267","chr10_110918405_110920947"
"268","chr10_110927271_110928210"
"269","chr10_110929853_110929969"
"270","chr10_110930910_110932262"
"271","chr10_110933056_110933798"
"272","chr10_110937883_110939534"
"273","chr10_110953046_110953617"
"274","chr10_110974493_110974833"
"275","chr10_110976032_110976448"
"276","chr10_111009048_111011797"
"277","chr10_111031485_111032084"
"278","chr10_111071876_111072261"
"279","chr10_111080316_111080774"
"280","chr10_111097242_111097643"
"281","chr10_111099665_111100527"
"282","chr10_111108585_111109202"
"283","chr10_111129740_111130703"
"284","chr10_111163818_111166199"
"285","chr10_111189912_111190653"
"286","chr10_111191367_111192270"
"287","chr10_111226462_111226925"
"288","chr10_111247645_111248845"
"289","chr10_111297919_111299345"
"290","chr10_111348325_111348950"
"291","chr10_111354605_111355046"
"292","chr10_111367619_111367874"
"293","chr10_111381719_111382610"
"294","chr10_111389774_111390366"
"295","chr10_111419389_111420499"
"296","chr10_111441023_111441471"
"297","chr10_111472472_111474360"
"298","chr10_11148771_11150472"
"299","chr10_111502876_111503517"
"300","chr10_111505751_111508194"
"301","chr10_111519555_111520824"
"302","chr10_111539823_111540197"
"303","chr10_111545269_111545617"
"304","chr10_111547672_111548039"
"305","chr10_111565076_111565292"
"306","chr10_111566690_111567501"
"307","chr10_111600602_111601157"
"308","chr10_111624628_111625039"
"309","chr10_111658736_111659231"
"310","chr10_111665864_111666366"
"311","chr10_111686560_111686930"
"312","chr10_111694505_111694573"
"313","chr10_111699486_111700547"
"314","chr10_111721082_111721408"
"315","chr10_11176052_11176462"
"316","chr10_111762809_111763645"
"317","chr10_111784353_111784824"
"318","chr10_111815942_111816665"
"319","chr10_111881578_111882822"
"320","chr10_111884501_111884855"
"321","chr10_111889065_111889569"
"322","chr10_111901075_111901749"
"323","chr10_111904069_111904264"
"324","chr10_111925037_111925934"
"325","chr10_111935340_111935588"
"326","chr10_111936631_111937101"
"327","chr10_111957654_111958168"
"328","chr10_111972329_111973373"
"329","chr10_111977533_111977944"
"330","chr10_112059878_112060579"
"331","chr10_112138516_112139215"
"332","chr10_112159757_112160678"
"333","chr10_112163159_112163819"
"334","chr10_112203427_112203917"
"335","chr10_112269821_112272206"
"336","chr10_112315064_112315538"
"337","chr10_112357637_112358369"
"338","chr10_112378437_112378944"
"339","chr10_112484369_112484508"
"340","chr10_112571692_112573049"
"341","chr10_112619880_112620008"
"342","chr10_112746717_112747030"
"343","chr10_112801543_112801948"
"344","chr10_11280207_11282593"
"345","chr10_112803612_112803887"
"346","chr10_112810220_112810711"
"347","chr10_112928289_112929652"
"348","chr10_112970226_112970284"
"349","chr10_113027343_113027719"
"350","chr10_113050925_113051042"
"351","chr10_113106171_113106334"
"352","chr10_113141575_113142032"
"353","chr10_113369254_113369600"
"354","chr10_11342915_11344307"
"355","chr10_113570257_113570723"
"356","chr10_113615085_113615243"
"357","chr10_113616260_113616552"
"358","chr10_11362290_11362695"
"359","chr10_113874463_113874833"
"360","chr10_114041905_114042483"
"361","chr10_114265940_114266285"
"362","chr10_114321557_114321617"
"363","chr10_114343152_114343327"
"364","chr10_11449837_11450576"
"365","chr10_114578977_114579276"
"366","chr10_114643105_114643780"
"367","chr10_114735216_114735582"
"368","chr10_114758927_114759048"
"369","chr10_114800517_114802904"
"370","chr10_114871272_114871665"
"371","chr10_11491869_11492385"
"372","chr10_114924820_114925140"
"373","chr10_115012462_115014076"
"374","chr10_115069689_115069868"
"375","chr10_115097104_115097594"
"376","chr10_115125780_115126135"
"377","chr10_11515064_11515655"
"378","chr10_115162716_115163034"
"379","chr10_115170976_115172003"
"380","chr10_115175399_115176126"
"381","chr10_115184657_115185230"
"382","chr10_115187313_115187793"
"383","chr10_115191158_115192125"
"384","chr10_115250582_115252163"
"385","chr10_115314340_115316622"
"386","chr10_115323249_115323730"
"387","chr10_115361794_115363076"
"388","chr10_115382802_115386040"
"389","chr10_115406376_115406819"
"390","chr10_115468680_115469539"
"391","chr10_115470784_115471381"
"392","chr10_115478655_115479045"
"393","chr10_115515310_115516132"
"394","chr10_115563598_115563990"
"395","chr10_115571267_115571712"
"396","chr10_115585524_115585860"
"397","chr10_115586831_115588215"
"398","chr10_115617437_115617888"
"399","chr10_115623914_115624404"
"400","chr10_115636077_115636252"
"401","chr10_115660258_115660671"
"402","chr10_115664380_115664906"
"403","chr10_11570704_11571171"
"404","chr10_115713123_115713235"
"405","chr10_115776395_115777024"
"406","chr10_115976062_115976718"
"407","chr10_115986643_115988008"
"408","chr10_116009338_116009458"
"409","chr10_116017625_116019620"
"410","chr10_116038243_116038537"
"411","chr10_116083963_116084366"
"412","chr10_116108165_116109168"
"413","chr10_116130400_116131026"
"414","chr10_116159669_116160183"
"415","chr10_116196632_116197694"
"416","chr10_116207984_116208491"
"417","chr10_116261231_116261502"
"418","chr10_116301314_116301818"
"419","chr10_116319154_116319656"
"420","chr10_116330388_116331042"
"421","chr10_116354419_116354738"
"422","chr10_116361789_116362958"
"423","chr10_116371359_116371881"
"424","chr10_116382849_116383139"
"425","chr10_116386543_116386864"
"426","chr10_116402117_116404320"
"427","chr10_116404850_116405436"
"428","chr10_116407676_116408420"
"429","chr10_116416050_116416490"
"430","chr10_116472833_116474949"
"431","chr10_116500417_116500731"
"432","chr10_116534192_116534702"
"433","chr10_116580473_116582481"
"434","chr10_116653339_116654053"
"435","chr10_116717879_116718558"
"436","chr10_116756161_116756551"
"437","chr10_116788330_116789438"
"438","chr10_116802389_116802759"
"439","chr10_116837877_116838266"
"440","chr10_116848702_116849370"
"441","chr10_116851865_116852266"
"442","chr10_116871096_116871886"
"443","chr10_116890594_116890960"
"444","chr10_116893801_116893920"
"445","chr10_116949071_116950975"
"446","chr10_117013882_117014648"
"447","chr10_117033764_117034230"
"448","chr10_117040311_117040720"
"449","chr10_117045697_117046095"
"450","chr10_117062875_117064679"
"451","chr10_117078335_117078644"
"452","chr10_117094849_117095403"
"453","chr10_117119656_117119816"
"454","chr10_117141981_117142246"
"455","chr10_117147697_117149233"
"456","chr10_117149763_117150413"
"457","chr10_117209373_117210027"
"458","chr10_117216826_117217237"
"459","chr10_117223542_117225021"
"460","chr10_117242787_117243157"
"461","chr10_117259962_117260278"
"462","chr10_117341021_117341416"
"463","chr10_117363108_117363441"
"464","chr10_117375427_117377903"
"465","chr10_11738707_11739066"
"466","chr10_117393214_117393844"
"467","chr10_117403370_117403672"
"468","chr10_117417480_117419270"
"469","chr10_117425853_117426309"
"470","chr10_117432340_117432816"
"471","chr10_117434832_117435882"
"472","chr10_117441278_117442102"
"473","chr10_117446239_117446260"
"474","chr10_117455560_117455815"
"475","chr10_11745572_11746008"
"476","chr10_117478052_117478786"
"477","chr10_117496078_117496361"
"478","chr10_117515799_117516165"
"479","chr10_117541591_117541988"
"480","chr10_117571144_117571971"
"481","chr10_117628627_117630036"
"482","chr10_117647034_117647581"
"483","chr10_117652068_117652450"
"484","chr10_117665920_117666235"
"485","chr10_117672660_117673118"
"486","chr10_117675417_117677327"
"487","chr10_117709763_117711483"
"488","chr10_117745407_117746875"
"489","chr10_117792089_117793436"
"490","chr10_117844803_117846903"
"491","chr10_117905470_117907019"
"492","chr10_117942969_117943183"
"493","chr10_117982303_117983486"
"494","chr10_118003553_118003978"
"495","chr10_118012196_118013148"
"496","chr10_118056788_118057084"
"497","chr10_118087777_118088518"
"498","chr10_118102841_118103878"
"499","chr10_118121696_118122315"
"500","chr10_118132987_118133468"
"501","chr10_118140978_118142574"
"502","chr10_118155988_118156111"
"503","chr10_11822507_11822952"
"504","chr10_118249114_118249653"
"505","chr10_118250719_118251348"
"506","chr10_118370345_118370899"
"507","chr10_118399789_118400284"
"508","chr10_118446038_118446337"
"509","chr10_118507653_118507995"
"510","chr10_118545952_118546358"
"511","chr10_118546970_118547300"
"512","chr10_118564477_118564929"
"513","chr10_118592663_118593083"
"514","chr10_118639916_118641827"
"515","chr10_118643646_118644111"
"516","chr10_118648111_118648427"
"517","chr10_118699123_118699686"
"518","chr10_118711429_118711785"
"519","chr10_118714050_118714470"
"520","chr10_118720560_118720807"
"521","chr10_118722151_118722777"
"522","chr10_11875334_11876157"
"523","chr10_118758662_118759304"
"524","chr10_118781640_118782412"
"525","chr10_118792460_118793176"
"526","chr10_118799662_118800029"
"527","chr10_118820823_118821385"
"528","chr10_118824641_118825681"
"529","chr10_118840439_118841027"
"530","chr10_118867337_118870945"
"531","chr10_11888830_11889558"
"532","chr10_118899296_118899805"
"533","chr10_11890196_11890706"
"534","chr10_118902481_118903053"
"535","chr10_118956193_118956996"
"536","chr10_118961793_118962124"
"537","chr10_118970416_118970884"
"538","chr10_118973368_118973687"
"539","chr10_119007249_119007521"
"540","chr10_119013853_119014371"
"541","chr10_119029238_119030297"
"542","chr10_119055075_119055811"
"543","chr10_119065222_119066407"
"544","chr10_119079232_119080160"
"545","chr10_119098767_119099555"
"546","chr10_119131881_119132284"
"547","chr10_119168807_119169133"
"548","chr10_119198508_119198711"
"549","chr10_11922242_11922517"
"550","chr10_119238773_119241210"
"551","chr10_119294791_119295100"
"552","chr10_119358686_119359135"
"553","chr10_119395137_119395608"
"554","chr10_119452966_119456012"
"555","chr10_119483863_119483907"
"556","chr10_119496255_119496651"
"557","chr10_119547906_119548222"
"558","chr10_11960460_11960880"
"559","chr10_119614962_119615690"
"560","chr10_119646472_119646911"
"561","chr10_119691140_119694366"
"562","chr10_119707001_119707361"
"563","chr10_119735257_119735909"
"564","chr10_119742601_119743136"
"565","chr10_119761519_119762629"
"566","chr10_119779489_119779932"
"567","chr10_119803536_119804100"
"568","chr10_119818346_119820108"
"569","chr10_119844948_119845326"
"570","chr10_119878201_119878927"
"571","chr10_119884543_119885013"
"572","chr10_119885573_119885955"
"573","chr10_119925845_119926412"
"574","chr10_119937250_119937962"
"575","chr10_119957206_119958032"
"576","chr10_119962407_119962739"
"577","chr10_119966467_119966707"
"578","chr10_120002239_120002535"
"579","chr10_120003624_120004138"
"580","chr10_120026234_120027181"
"581","chr10_120034123_120034201"
"582","chr10_120035192_120036087"
"583","chr10_120038070_120038920"
"584","chr10_120112226_120113536"
"585","chr10_120125088_120125512"
"586","chr10_120130656_120130980"
"587","chr10_120153270_120153601"
"588","chr10_120158072_120158394"
"589","chr10_120201050_120202552"
"590","chr10_120208413_120209511"
"591","chr10_120226606_120227852"
"592","chr10_120231744_120232094"
"593","chr10_120233960_120234361"
"594","chr10_120247364_120247848"
"595","chr10_120257348_120257718"
"596","chr10_120271748_120272888"
"597","chr10_120297256_120297933"
"598","chr10_120311870_120312080"
"599","chr10_120345056_120345216"
"600","chr10_120354645_120355697"
"601","chr10_120365353_120365967"
"602","chr10_120375621_120375723"
"603","chr10_120377095_120378126"
"604","chr10_120392366_120392582"
"605","chr10_120395654_120395902"
"606","chr10_120398724_120399065"
"607","chr10_120401849_120402262"
"608","chr10_120417125_120418162"
"609","chr10_120421782_120423256"
"610","chr10_120426206_120426557"
"611","chr10_120428315_120429340"
"612","chr10_120431430_120431866"
"613","chr10_120449961_120450178"
"614","chr10_120474310_120478487"
"615","chr10_120533385_120534060"
"616","chr10_120551802_120553367"
"617","chr10_120581595_120582026"
"618","chr10_120635913_120636768"
"619","chr10_120638257_120638342"
"620","chr10_120646777_120647383"
"621","chr10_120655219_120656202"
"622","chr10_120662334_120662523"
"623","chr10_120667024_120668025"
"624","chr10_120701583_120702268"
"625","chr10_120736005_120737052"
"626","chr10_120744325_120745818"
"627","chr10_120809816_120810752"
"628","chr10_120812021_120812289"
"629","chr10_120821871_120822208"
"630","chr10_120827003_120827660"
"631","chr10_120851103_120852103"
"632","chr10_120857455_120858091"
"633","chr10_120864405_120864878"
"634","chr10_120872373_120872990"
"635","chr10_120875631_120876800"
"636","chr10_120882366_120883437"
"637","chr10_120898450_120900738"
"638","chr10_120915292_120915566"
"639","chr10_120938332_120938803"
"640","chr10_120977277_120980186"
"641","chr10_120995715_120996038"
"642","chr10_120996909_120997283"
"643","chr10_121030111_121030399"
"644","chr10_121031819_121032156"
"645","chr10_121033031_121034595"
"646","chr10_121041119_121041205"
"647","chr10_121055312_121056191"
"648","chr10_12107032_12107484"
"649","chr10_121089329_121089779"
"650","chr10_121098365_121098675"
"651","chr10_121128966_121129413"
"652","chr10_121161250_121162055"
"653","chr10_121205875_121206918"
"654","chr10_121256388_121256907"
"655","chr10_121290002_121291523"
"656","chr10_121297209_121297810"
"657","chr10_121305446_121305809"
"658","chr10_121309304_121311576"
"659","chr10_121323531_121323765"
"660","chr10_121331026_121331074"
"661","chr10_121340627_121341106"
"662","chr10_121342962_121343088"
"663","chr10_121350292_121351542"
"664","chr10_121364613_121365832"
"665","chr10_121409695_121410016"
"666","chr10_121419931_121420299"
"667","chr10_121423402_121424502"
"668","chr10_121429591_121430157"
"669","chr10_121432383_121433373"
"670","chr10_121459361_121460017"
"671","chr10_121461278_121461925"
"672","chr10_121467181_121467835"
"673","chr10_121471563_121473213"
"674","chr10_121475539_121477145"
"675","chr10_121504897_121506089"
"676","chr10_121516178_121516579"
"677","chr10_121533116_121533600"
"678","chr10_121568873_121569919"
"679","chr10_121585889_121587466"
"680","chr10_121625445_121627033"
"681","chr10_121640368_121642584"
"682","chr10_121652876_121653525"
"683","chr10_121656012_121656216"
"684","chr10_121664305_121664315"
"685","chr10_121689514_121690094"
"686","chr10_121701283_121701746"
"687","chr10_12170230_12170443"
"688","chr10_121739253_121740632"
"689","chr10_12174421_12174734"
"690","chr10_121764864_121765815"
"691","chr10_121771135_121771302"
"692","chr10_121805830_121806206"
"693","chr10_121836397_121838092"
"694","chr10_121843250_121843608"
"695","chr10_121845609_121846251"
"696","chr10_121856833_121857557"
"697","chr10_12187272_12188231"
"698","chr10_121882431_121882903"
"699","chr10_121886750_121887265"
"700","chr10_121931765_121932391"
"701","chr10_121946207_121946514"
"702","chr10_121954627_121955226"
"703","chr10_121956061_121956993"
"704","chr10_121976103_121976649"
"705","chr10_122005659_122005674"
"706","chr10_122025153_122025727"
"707","chr10_122029356_122029648"
"708","chr10_12203795_12204081"
"709","chr10_122038594_122038922"
"710","chr10_122046056_122048267"
"711","chr10_122051772_122052279"
"712","chr10_122054500_122054996"
"713","chr10_122057558_122057667"
"714","chr10_122096341_122098145"
"715","chr10_122105351_122105870"
"716","chr10_122120494_122121326"
"717","chr10_122148557_122149039"
"718","chr10_122183052_122183453"
"719","chr10_122295886_122296340"
"720","chr10_122318911_122319303"
"721","chr10_122408607_122409104"
"722","chr10_122447245_122449551"
"723","chr10_12248695_12249098"
"724","chr10_122529278_122529734"
"725","chr10_122544046_122544713"
"726","chr10_122553045_122553598"
"727","chr10_122569324_122571329"
"728","chr10_122581899_122581949"
"729","chr10_122602261_122602973"
"730","chr10_122671452_122671665"
"731","chr10_122678236_122680950"
"732","chr10_122693059_122693658"
"733","chr10_122711179_122711871"
"734","chr10_122715714_122717082"
"735","chr10_122717626_122718710"
"736","chr10_122724808_122725161"
"737","chr10_122741199_122741611"
"738","chr10_122750236_122750637"
"739","chr10_122753982_122754326"
"740","chr10_122771524_122772106"
"741","chr10_122782909_122782932"
"742","chr10_122792031_122792906"
"743","chr10_122794233_122794801"
"744","chr10_122803838_122804370"
"745","chr10_122806960_122808609"
"746","chr10_122815000_122815390"
"747","chr10_122829899_122830126"
"748","chr10_122845546_122845881"
"749","chr10_122855407_122855450"
"750","chr10_122862038_122862442"
"751","chr10_122883490_122885285"
"752","chr10_122886005_122888090"
"753","chr10_122894522_122895451"
"754","chr10_122909657_122910038"
"755","chr10_122911783_122913660"
"756","chr10_122931028_122932390"
"757","chr10_122961535_122961997"
"758","chr10_122963656_122964398"
"759","chr10_122965651_122965978"
"760","chr10_122985055_122986977"
"761","chr10_122987660_122988169"
"762","chr10_122989940_122991686"
"763","chr10_123005238_123005644"
"764","chr10_123075587_123077184"
"765","chr10_123084350_123085352"
"766","chr10_123091715_123092192"
"767","chr10_123135929_123136191"
"768","chr10_123175877_123175908"
"769","chr10_123187153_123187687"
"770","chr10_123195649_123197947"
"771","chr10_123253964_123254735"
"772","chr10_123263711_123265885"
"773","chr10_123268276_123268918"
"774","chr10_123342549_123343077"
"775","chr10_12339170_12339981"
"776","chr10_123395670_123395700"
"777","chr10_123426900_123427373"
"778","chr10_123437446_123438078"
"779","chr10_123460538_123460861"
"780","chr10_123469610_123469958"
"781","chr10_123473586_123473932"
"782","chr10_123477067_123477495"
"783","chr10_12354205_12354783"
"784","chr10_123579008_123579442"
"785","chr10_123583059_123583398"
"786","chr10_123748264_123748716"
"787","chr10_123751451_123752271"
"788","chr10_123839690_123841282"
"789","chr10_123995720_123996180"
"790","chr10_124208234_124208738"
"791","chr10_124222592_124222916"
"792","chr10_12426767_12427324"
"793","chr10_124419755_124420144"
"794","chr10_124570679_124571144"
"795","chr10_124602991_124603530"
"796","chr10_124796692_124796807"
"797","chr10_124900109_124900406"
"798","chr10_125026751_125027259"
"799","chr10_125028526_125028833"
"800","chr10_125072074_125072833"
"801","chr10_125121496_125122795"
"802","chr10_125187523_125187932"
"803","chr10_125324367_125324557"
"804","chr10_125347238_125347454"
"805","chr10_125353093_125353139"
"806","chr10_125387624_125390029"
"807","chr10_12546974_12547647"
"808","chr10_12548152_12549087"
"809","chr10_125538383_125538412"
"810","chr10_125551148_125551349"
"811","chr10_125586596_125587111"
"812","chr10_125607690_125608477"
"813","chr10_125623900_125624206"
"814","chr10_125636397_125636905"
"815","chr10_125693295_125694197"
"816","chr10_125725283_125725740"
"817","chr10_125762355_125763094"
"818","chr10_125786809_125787921"
"819","chr10_125798732_125799037"
"820","chr10_125801412_125801875"
"821","chr10_125832783_125833102"
"822","chr10_125839876_125839991"
"823","chr10_12587508_12587575"
"824","chr10_125884509_125885149"
"825","chr10_125917009_125917051"
"826","chr10_125934160_125934443"
"827","chr10_125954659_125955051"
"828","chr10_125965714_125967457"
"829","chr10_125990027_125990532"
"830","chr10_125994944_125995233"
"831","chr10_125996797_125997968"
"832","chr10_126002756_126003298"
"833","chr10_126012199_126012459"
"834","chr10_126056391_126056838"
"835","chr10_126071013_126071918"
"836","chr10_126117089_126117750"
"837","chr10_12612245_12612938"
"838","chr10_12614471_12615358"
"839","chr10_126161677_126162028"
"840","chr10_126299904_126300523"
"841","chr10_126330384_126331018"
"842","chr10_126369114_126369501"
"843","chr10_126379246_126379795"
"844","chr10_126458495_126458879"
"845","chr10_126501822_126502040"
"846","chr10_126531421_126531693"
"847","chr10_126555098_126555499"
"848","chr10_126619985_126620401"
"849","chr10_126634632_126635249"
"850","chr10_126641471_126642424"
"851","chr10_126673590_126673778"
"852","chr10_126679413_126679980"
"853","chr10_126680560_126680890"
"854","chr10_126708779_126709659"
"855","chr10_126748858_126749314"
"856","chr10_126752743_126753112"
"857","chr10_126809408_126811035"
"858","chr10_126827935_126828996"
"859","chr10_126844712_126846113"
"860","chr10_126869461_126870114"
"861","chr10_126900642_126902008"
"862","chr10_126905386_126906295"
"863","chr10_126918938_126919612"
"864","chr10_126927090_126929794"
"865","chr10_126930340_126931695"
"866","chr10_126935485_126936344"
"867","chr10_126953100_126953430"
"868","chr10_126956605_126958312"
"869","chr10_126961649_126963582"
"870","chr10_126972013_126972336"
"871","chr10_126977904_126981566"
"872","chr10_126983580_126985022"
"873","chr10_126986276_126987098"
"874","chr10_126990109_126990786"
