Motif	Factor	Evidence	Curated
M00261_2.00	NKX1-2	PBM	N
M00261_2.00	NKX1-1	PBM	N
M00262_2.00	OTP	PBM	N
M00262_2.00	NKX1-2	PBM	N
M00262_2.00	ARX	PBM	Y
M00262_2.00	SEBOX	PBM	N
M00262_2.00	NKX1-1	PBM	N
M00263_2.00	OTP	PBM	N
M00263_2.00	NKX1-2	PBM	N
M00263_2.00	ARX	PBM	Y
M00263_2.00	SEBOX	PBM	N
M00263_2.00	NKX1-1	PBM	N
M00264_2.00	OTP	PBM	N
M00264_2.00	SEBOX	PBM	N
M00264_2.00	NKX1-1	PBM	N
M00264_2.00	ARX	PBM	Y
M00264_2.00	NKX1-2	PBM	N
M00265_2.00	OTP	PBM	N
M00265_2.00	SEBOX	PBM	N
M00265_2.00	ARX	PBM	Y
M00266_2.00	VSX1	PBM	Y
M00266_2.00	OTP	PBM	N
M00266_2.00	NKX1-2	PBM	N
M00266_2.00	SEBOX	PBM	N
M00266_2.00	NKX1-1	PBM	N
M00267_2.00	SEBOX	PBM	N
M00267_2.00	NKX1-2	PBM	N
M00267_2.00	NKX1-1	PBM	N
M00267_2.00	OTP	PBM	N
M00267_2.00	VSX1	PBM	Y
M00268_2.00	OTP	PBM	N
M00268_2.00	NKX1-2	PBM	N
M00268_2.00	NKX1-1	PBM	N
M00268_2.00	VSX1	PBM	Y
M00268_2.00	SEBOX	PBM	N
M00269_2.00	NKX1-1	PBM	N
M00269_2.00	NKX1-2	PBM	N
M00269_2.00	VSX1	PBM	Y
M00269_2.00	SEBOX	PBM	N
M00269_2.00	OTP	PBM	N
M00270_2.00	CRX	PBM	Y
M00270_2.00	TPRX1	PBM	N
M00271_2.00	CRX	PBM	Y
M00271_2.00	TPRX1	PBM	N
M00272_2.00	CRX	PBM	Y
M00272_2.00	TPRX1	PBM	N
M00273_2.00	CRX	PBM	Y
M00273_2.00	TPRX1	PBM	N
M00274_2.00	CRX	PBM	Y
M00274_2.00	TPRX1	PBM	N
M00275_2.00	CRX	PBM	Y
M00275_2.00	TPRX1	PBM	N
M00276_2.00	PBX4	PBM	Y
M00277_2.00	PBX4	PBM	Y
M00278_2.00	SEBOX	PBM	N
M00278_2.00	NKX1-2	PBM	N
M00278_2.00	NKX1-1	PBM	N
M00278_2.00	OTP	PBM	N
M00278_2.00	PHOX2B	PBM	Y
M00279_2.00	NKX1-2	PBM	N
M00279_2.00	NKX1-1	PBM	N
M00279_2.00	OTP	PBM	N
M00279_2.00	PHOX2B	PBM	Y
M00279_2.00	SEBOX	PBM	N
M00280_2.00	PHOX2B	PBM	Y
M00280_2.00	NKX1-1	PBM	N
M00280_2.00	OTP	PBM	N
M00280_2.00	SEBOX	PBM	N
M00280_2.00	NKX1-2	PBM	N
M00281_2.00	OTP	PBM	N
M00281_2.00	NKX1-1	PBM	N
M00281_2.00	SEBOX	PBM	N
M00281_2.00	PHOX2B	PBM	Y
M00281_2.00	NKX1-2	PBM	N
M00282_2.00	NKX1-2	PBM	N
M00282_2.00	SEBOX	PBM	N
M00282_2.00	OTP	PBM	N
M00282_2.00	PHOX2B	PBM	Y
M00282_2.00	NKX1-1	PBM	N
M00283_2.00	NKX1-2	PBM	N
M00283_2.00	SEBOX	PBM	N
M00283_2.00	OTP	PBM	N
M00283_2.00	TLX1	PBM	N
M00283_2.00	HOXC5	PBM	N
M00283_2.00	VAX2	PBM	Y
M00283_2.00	NKX1-1	PBM	N
M00284_2.00	NKX1-1	PBM	N
M00284_2.00	TLX1	PBM	N
M00284_2.00	SEBOX	PBM	N
M00284_2.00	NKX1-2	PBM	N
M00284_2.00	OTP	PBM	N
M00284_2.00	HOXC5	PBM	N
M00284_2.00	VAX2	PBM	Y
M00285_2.00	OTP	PBM	N
M00285_2.00	NKX1-1	PBM	N
M00285_2.00	NKX1-2	PBM	N
M00285_2.00	VSX2	PBM	Y
M00285_2.00	SEBOX	PBM	N
M00286_2.00	VSX2	PBM	Y
M00286_2.00	OTP	PBM	N
M00286_2.00	NKX1-2	PBM	N
M00286_2.00	NKX1-1	PBM	N
M00286_2.00	SEBOX	PBM	N
M00287_2.00	VSX2	PBM	Y
M00287_2.00	OTP	PBM	N
M00287_2.00	NKX1-1	PBM	N
M00287_2.00	SEBOX	PBM	N
M00287_2.00	NKX1-2	PBM	N
M00288_2.00	NKX1-2	PBM	N
M00288_2.00	NKX1-1	PBM	N
M00288_2.00	NANOGP8	PBM	N
M00288_2.00	OTP	PBM	N
M00288_2.00	MSX2	PBM	Y
M00288_2.00	SEBOX	PBM	N
M00289_2.00	SEBOX	PBM	N
M00289_2.00	NKX1-1	PBM	N
M00289_2.00	NKX1-2	PBM	N
M00289_2.00	NANOGP8	PBM	N
M00289_2.00	OTP	PBM	N
M00289_2.00	MSX2	PBM	Y
M00290_2.00	NKX1-1	PBM	N
M00290_2.00	OTP	PBM	N
M00290_2.00	NKX1-2	PBM	N
M00290_2.00	NANOGP8	PBM	N
M00290_2.00	SEBOX	PBM	N
M00290_2.00	MSX2	PBM	Y
M00291_2.00	ESX1	PBM	Y
M00291_2.00	OTP	PBM	N
M00291_2.00	SEBOX	PBM	N
M00291_2.00	NKX1-1	PBM	N
M00291_2.00	NKX1-2	PBM	N
M00292_2.00	ESX1	PBM	Y
M00292_2.00	SEBOX	PBM	N
M00292_2.00	OTP	PBM	N
M00292_2.00	NKX1-2	PBM	N
M00292_2.00	NKX1-1	PBM	N
M00293_2.00	HOXD13	PBM	Y
M00294_2.00	HOXD13	PBM	Y
M00295_2.00	HOXD13	PBM	Y
M00296_2.00	HOXD13	PBM	Y
M00297_2.00	HOXD13	PBM	Y
M00298_2.00	HOXD13	PBM	Y
M00299_2.00	HOXD13	PBM	Y
M00300_2.00	HOXD13	PBM	Y
M00301_2.00	NKX2-4	PBM	N
M00301_2.00	NKX2-6	PBM	N
M00301_2.00	NKX2-8	PBM	Y
M00302_2.00	NKX2-4	PBM	N
M00302_2.00	NKX2-8	PBM	Y
M00302_2.00	NKX2-6	PBM	N
M00303_2.00	NKX1-2	PBM	N
M00303_2.00	HOXC5	PBM	N
M00303_2.00	VENTX	PBM	Y
M00303_2.00	NKX1-1	PBM	N
M00303_2.00	NANOGP8	PBM	N
M00304_2.00	HOXC5	PBM	N
M00304_2.00	VENTX	PBM	Y
M00304_2.00	NKX1-1	PBM	N
M00304_2.00	NANOGP8	PBM	N
M00304_2.00	NKX1-2	PBM	N
M00305_2.00	HOXC5	PBM	N
M00305_2.00	NANOGP8	PBM	N
M00305_2.00	NKX1-1	PBM	N
M00305_2.00	VENTX	PBM	Y
M00305_2.00	NKX1-2	PBM	N
M00306_2.00	SEBOX	PBM	N
M00306_2.00	OTP	PBM	N
M00306_2.00	NKX1-2	PBM	N
M00306_2.00	NKX1-1	PBM	N
M00306_2.00	HESX1	PBM	Y
M00307_2.00	NKX1-2	PBM	N
M00307_2.00	OTP	PBM	N
M00307_2.00	NKX1-1	PBM	N
M00307_2.00	HESX1	PBM	Y
M00307_2.00	SEBOX	PBM	N
M00308_2.00	HESX1	PBM	Y
M00308_2.00	OTP	PBM	N
M00308_2.00	NKX1-2	PBM	N
M00308_2.00	SEBOX	PBM	N
M00308_2.00	NKX1-1	PBM	N
M00309_2.00	SEBOX	PBM	N
M00309_2.00	HESX1	PBM	Y
M00309_2.00	NKX1-1	PBM	N
M00309_2.00	NKX1-2	PBM	N
M00309_2.00	OTP	PBM	N
M00310_2.00	PITX2	PBM	Y
M00310_2.00	TPRX1	PBM	N
M00311_2.00	TPRX1	PBM	N
M00311_2.00	PITX2	PBM	Y
M00312_2.00	PITX2	PBM	Y
M00312_2.00	TPRX1	PBM	N
M00313_2.00	PITX2	PBM	Y
M00313_2.00	TPRX1	PBM	N
M00314_2.00	TPRX1	PBM	N
M00314_2.00	PITX2	PBM	Y
M00315_2.00	NKX1-1	PBM	N
M00315_2.00	PROP1	PBM	Y
M00315_2.00	OTP	PBM	N
M00315_2.00	NKX1-2	PBM	N
M00315_2.00	SEBOX	PBM	N
M00316_2.00	SEBOX	PBM	N
M00316_2.00	PROP1	PBM	Y
M00316_2.00	OTP	PBM	N
M00316_2.00	NKX1-1	PBM	N
M00316_2.00	NKX1-2	PBM	N
M00317_2.00	PROP1	PBM	Y
M00317_2.00	SEBOX	PBM	N
M00317_2.00	OTP	PBM	N
M00317_2.00	NKX1-1	PBM	N
M00317_2.00	NKX1-2	PBM	N
M00318_2.00	SEBOX	PBM	N
M00318_2.00	OTP	PBM	N
M00318_2.00	HOXC5	PBM	N
M00318_2.00	ISX	PBM	Y
M00318_2.00	NKX1-2	PBM	N
M00318_2.00	NKX1-1	PBM	N
M00319_2.00	ISX	PBM	Y
M00319_2.00	OTP	PBM	N
M00319_2.00	NKX1-2	PBM	N
M00319_2.00	NKX1-1	PBM	N
M00319_2.00	HOXC5	PBM	N
M00319_2.00	SEBOX	PBM	N
M00320_2.00	NKX2-6	PBM	N
M00320_2.00	NKX2-4	PBM	N
M00320_2.00	NKX2-5	PBM	Y
M00321_2.00	NKX2-6	PBM	N
M00321_2.00	NKX2-5	PBM	Y
M00321_2.00	NKX2-4	PBM	N
M00322_2.00	NKX2-5	PBM	Y
M00322_2.00	NKX2-4	PBM	N
M00322_2.00	NKX2-6	PBM	N
M00323_2.00	NKX2-4	PBM	N
M00323_2.00	NKX2-5	PBM	Y
M00323_2.00	NKX2-6	PBM	N
M00324_2.00	NKX2-5	PBM	Y
M00324_2.00	NKX2-4	PBM	N
M00324_2.00	NKX2-6	PBM	N
M00325_2.00	SIX6	PBM	Y
M00326_2.00	SIX6	PBM	Y
M00327_2.00	SIX6	PBM	Y
M00328_2.00	HOXC6	PBM	N
M00328_2.00	HOXC5	PBM	N
M00328_2.00	HOXC4	PBM	Y
M00328_2.00	NKX1-2	PBM	N
M00328_2.00	NKX1-1	PBM	N
M00328_2.00	OTP	PBM	N
M00329_2.00	HOXC4	PBM	Y
M00329_2.00	HOXC5	PBM	N
M00329_2.00	NKX1-2	PBM	N
M00329_2.00	NKX1-1	PBM	N
M00330_2.00	NKX1-2	PBM	N
M00330_2.00	HOXC6	PBM	N
M00330_2.00	HOXC4	PBM	Y
M00330_2.00	OTP	PBM	N
M00330_2.00	HOXC5	PBM	N
M00330_2.00	NKX1-1	PBM	N
M00331_2.00	HOXC6	PBM	N
M00331_2.00	HOXB7	PBM	Y
M00331_2.00	HOXC5	PBM	N
M00332_2.00	HOXC5	PBM	N
M00332_2.00	HOXC6	PBM	N
M00332_2.00	HOXB7	PBM	Y
M00333_2.00	HOXB7	PBM	Y
M00333_2.00	HOXC5	PBM	N
M00333_2.00	HOXC6	PBM	N
M00334_2.00	HOXC5	PBM	N
M00334_2.00	HOXB7	PBM	Y
M00334_2.00	HOXC6	PBM	N
M00335_2.00	PAX6	PBM	Y
M00336_2.00	PAX6	PBM	Y
M00337_2.00	PAX6	PBM	Y
M00338_2.00	PAX6	PBM	Y
M00339_2.00	PAX6	PBM	Y
M00340_2.00	PAX6	PBM	Y
M00341_2.00	PAX6	PBM	Y
M00342_2.00	PAX6	PBM	Y
M00343_2.00	PAX6	PBM	Y
M00344_2.00	PAX6	PBM	Y
M00345_2.00	PAX7	PBM	Y
M00346_2.00	PAX7	PBM	Y
M00347_2.00	PAX4	PBM	Y
M00348_2.00	PAX4	PBM	Y
M00349_2.00	PAX4	PBM	Y
M00350_2.00	PAX4	PBM	Y
M00351_2.00	PAX4	PBM	Y
M00352_2.00	PAX3	PBM	Y
M00353_2.00	PAX3	PBM	Y
M00354_2.00	PAX3	PBM	Y
M00355_2.00	PAX3	PBM	Y
M00356_2.00	PAX3	PBM	Y
M00357_2.00	PAX3	PBM	Y
M00358_2.00	PAX3	PBM	Y
M00359_2.00	PAX3	PBM	Y
M00360_2.00	POU4F3	PBM	Y
M00361_2.00	POU4F3	PBM	Y
M00362_2.00	POU6F2	PBM	Y
M00363_2.00	POU6F2	PBM	Y
M00364_2.00	POU3F4	PBM	Y
M00365_2.00	POU3F4	PBM	Y
M00366_2.00	POU3F4	PBM	Y
M00367_2.00	NR1H4	PBM	Y
M00367_2.00	NR1H2	PBM	N
M00368_2.00	NR1H2	PBM	N
M00368_2.00	NR1H4	PBM	Y
M00369_2.00	NR2E3	PBM	Y
M00370_2.00	NR2E3	PBM	Y
M00371_2.00	NR2E3	PBM	Y
M00372_2.00	NR2E3	PBM	Y
M00373_2.00	NR2E3	PBM	Y
M00376_2.00	NKX2-6	PBM	N
M00376_2.00	NKX2-4	PBM	N
M00377_2.00	POU2F1	PBM	Y
M00380_2.00	OTP	PBM	N
M00380_2.00	SEBOX	PBM	N
M00381_2.00	HOXC5	PBM	N
M00381_2.00	HOXC6	PBM	N
M00382_2.00	HOXC6	PBM	N
M00383_2.00	HOXC6	PBM	N
M00383_2.00	NKX1-1	PBM	N
M00383_2.00	OTP	PBM	N
M00383_2.00	HOXC5	PBM	N
M00383_2.00	NKX1-2	PBM	N
M00384_2.00	OTP	PBM	N
M00384_2.00	NANOGP8	PBM	N
M00384_2.00	NKX1-1	PBM	N
M00384_2.00	SEBOX	PBM	N
M00384_2.00	NKX1-2	PBM	N
M00384_2.00	HOXC5	PBM	N
M00385_2.00	NKX2-6	PBM	N
M00385_2.00	NKX2-4	PBM	N
M00386_2.00	IRX4	PBM	N
M00387_2.00	NKX1-2	PBM	N
M00387_2.00	NKX1-1	PBM	N
M00387_2.00	NANOGP8	PBM	N
M00388_2.00	SEBOX	PBM	N
M00388_2.00	NKX1-1	PBM	N
M00388_2.00	HOXC5	PBM	N
M00388_2.00	NANOGP8	PBM	N
M00388_2.00	OTP	PBM	N
M00388_2.00	NKX1-2	PBM	N
M00388_2.00	HOXC6	PBM	N
M00391_2.00	HOXC5	PBM	N
M00391_2.00	HOXC6	PBM	N
M00392_2.00	HOXC5	PBM	N
M00392_2.00	HOXC6	PBM	N
M00393_2.00	NANOGP8	PBM	N
M00393_2.00	NKX1-2	PBM	N
M00393_2.00	NKX1-1	PBM	N
M00393_2.00	TLX1	PBM	N
M00393_2.00	HOXC5	PBM	N
M00395_2.00	NANOGP8	PBM	N
M00395_2.00	NKX1-2	PBM	N
M00395_2.00	NKX1-1	PBM	N
M00395_2.00	HOXC5	PBM	N
M00395_2.00	TLX1	PBM	N
M00396_2.00	TPRX1	PBM	N
M00398_2.00	SEBOX	PBM	N
M00398_2.00	NKX1-1	PBM	N
M00398_2.00	NKX1-2	PBM	N
M00398_2.00	OTP	PBM	N
M00398_2.00	TLX1	PBM	N
M00398_2.00	HOXC5	PBM	N
M00400_2.00	OTP	PBM	N
M00400_2.00	SEBOX	PBM	N
M00400_2.00	NKX1-1	PBM	N
M00400_2.00	NKX1-2	PBM	N
M00401_2.00	NKX1-1	PBM	N
M00401_2.00	OTP	PBM	N
M00401_2.00	NKX1-2	PBM	N
M00401_2.00	SEBOX	PBM	N
M00402_2.00	NKX1-2	PBM	N
M00402_2.00	SEBOX	PBM	N
M00402_2.00	NKX1-1	PBM	N
M00402_2.00	OTP	PBM	N
M00403_2.00	NKX1-2	PBM	N
M00403_2.00	NANOGP8	PBM	N
M00403_2.00	HOXC5	PBM	N
M00403_2.00	SEBOX	PBM	N
M00403_2.00	NKX1-1	PBM	N
M00403_2.00	OTP	PBM	N
M00404_2.00	NKX2-4	PBM	N
M00404_2.00	NKX2-6	PBM	N
M00405_2.00	SEBOX	PBM	N
M00406_2.00	OTP	PBM	N
M00406_2.00	SEBOX	PBM	N
M00409_2.00	NANOGP8	PBM	N
M00409_2.00	NKX1-1	PBM	N
M00409_2.00	NKX1-2	PBM	N
M00410_2.00	HOXC6	PBM	N
M00410_2.00	HOXC5	PBM	N
M00411_2.00	TPRX1	PBM	N
M00413_2.00	NKX1-1	PBM	N
M00413_2.00	NANOGP8	PBM	N
M00413_2.00	SEBOX	PBM	N
M00413_2.00	NKX1-2	PBM	N
M00413_2.00	OTP	PBM	N
M00413_2.00	HOXC5	PBM	N
M00414_2.00	SEBOX	PBM	N
M00414_2.00	NKX1-1	PBM	N
M00414_2.00	OTP	PBM	N
M00414_2.00	NKX1-2	PBM	N
M00414_2.00	NANOGP8	PBM	N
M00415_2.00	TPRX1	PBM	N
M00416_2.00	IRX4	PBM	N
M00417_2.00	HOXC5	PBM	N
M00417_2.00	NKX1-1	PBM	N
M00417_2.00	SEBOX	PBM	N
M00417_2.00	OTP	PBM	N
M00417_2.00	NKX1-2	PBM	N
M00418_2.00	TPRX1	PBM	N
M00420_2.00	DBX2	PBM	N
M00421_2.00	HOXC6	PBM	N
M00422_2.00	NKX1-1	PBM	N
M00422_2.00	NKX1-2	PBM	N
M00422_2.00	HOXC6	PBM	N
M00422_2.00	OTP	PBM	N
M00422_2.00	HOXC5	PBM	N
M00423_2.00	NKX1-2	PBM	N
M00423_2.00	NKX1-1	PBM	N
M00423_2.00	NANOGP8	PBM	N
M00424_2.00	OTP	PBM	N
M00424_2.00	SEBOX	PBM	N
M00426_2.00	NKX1-2	PBM	N
M00426_2.00	OTP	PBM	N
M00426_2.00	NKX1-1	PBM	N
M00426_2.00	SEBOX	PBM	N
M00428_2.00	TPRX1	PBM	N
M00429_2.00	NKX1-1	PBM	N
M00429_2.00	SEBOX	PBM	N
M00429_2.00	NKX1-2	PBM	N
M00429_2.00	OTP	PBM	N
M00429_2.00	NANOGP8	PBM	N
M00430_2.00	OTP	PBM	N
M00430_2.00	SEBOX	PBM	N
M00431_2.00	NKX1-2	PBM	N
M00431_2.00	OTP	PBM	N
M00431_2.00	SEBOX	PBM	N
M00431_2.00	NKX1-1	PBM	N
M00432_2.00	SEBOX	PBM	N
M00432_2.00	OTP	PBM	N
M00433_2.00	NKX1-2	PBM	N
M00433_2.00	NANOGP8	PBM	N
M00433_2.00	NKX1-1	PBM	N
M00433_2.00	TLX1	PBM	N
M00434_2.00	OTP	PBM	N
M00434_2.00	SEBOX	PBM	N
M00435_2.00	OTP	PBM	N
M00435_2.00	SEBOX	PBM	N
M00436_2.00	HOXC5	PBM	N
M00436_2.00	HOXC6	PBM	N
M00438_2.00	NKX2-6	PBM	N
M00438_2.00	NKX2-4	PBM	N
M00439_2.00	SEBOX	PBM	N
M00439_2.00	NKX1-2	PBM	N
M00439_2.00	OTP	PBM	N
M00439_2.00	NKX1-1	PBM	N
M00440_2.00	TPRX1	PBM	N
M00441_2.00	TPRX1	PBM	N
M00442_2.00	SEBOX	PBM	N
M00442_2.00	OTP	PBM	N
M00442_2.00	NKX1-1	PBM	N
M00442_2.00	NKX1-2	PBM	N
M00442_2.00	HOXC5	PBM	N
M00442_2.00	TLX1	PBM	N
M00443_2.00	SEBOX	PBM	N
M00443_2.00	NKX1-1	PBM	N
M00443_2.00	NKX1-2	PBM	N
M00443_2.00	OTP	PBM	N
M00445_2.00	SEBOX	PBM	N
M00446_2.00	HOXC5	PBM	N
M00446_2.00	OTP	PBM	N
M00446_2.00	NKX1-1	PBM	N
M00446_2.00	HOXC6	PBM	N
M00446_2.00	NKX1-2	PBM	N
M00446_2.00	NANOGP8	PBM	N
M00446_2.00	SEBOX	PBM	N
M00448_2.00	OTP	PBM	N
M00448_2.00	SEBOX	PBM	N
M00449_2.00	NKX1-2	PBM	N
M00449_2.00	NKX1-1	PBM	N
M00449_2.00	NANOGP8	PBM	N
M00450_2.00	NKX1-2	PBM	N
M00450_2.00	NKX1-1	PBM	N
M00450_2.00	NANOGP8	PBM	N
M00450_2.00	HOXC5	PBM	N
M00451_2.00	DBX1	PBM	N
M00451_2.00	HLX	PBM	N
M00451_2.00	DBX2	PBM	N
M00452_2.00	HOXC5	PBM	N
M00452_2.00	NKX1-1	PBM	N
M00452_2.00	OTP	PBM	N
M00452_2.00	SEBOX	PBM	N
M00452_2.00	NKX1-2	PBM	N
M00453_2.00	IRX6	PBM	N
M00454_2.00	IRX6	PBM	N
M00455_2.00	IRX4	PBM	N
M00456_2.00	IRX4	PBM	N
M00457_2.00	NANOGP8	PBM	N
M00457_2.00	OTP	PBM	N
M00457_2.00	SEBOX	PBM	N
M00457_2.00	HOXC5	PBM	N
M00457_2.00	NKX1-2	PBM	N
M00457_2.00	NKX1-1	PBM	N
M00459_2.00	NKX1-1	PBM	N
M00459_2.00	OTP	PBM	N
M00459_2.00	NKX1-2	PBM	N
M00459_2.00	SEBOX	PBM	N
M00460_2.00	NKX1-1	PBM	N
M00460_2.00	TLX1	PBM	N
M00460_2.00	NANOGP8	PBM	N
M00460_2.00	NKX1-2	PBM	N
M00462_2.00	NANOGP8	PBM	N
M00462_2.00	SEBOX	PBM	N
M00462_2.00	OTP	PBM	N
M00462_2.00	HOXC5	PBM	N
M00462_2.00	NKX1-2	PBM	N
M00462_2.00	NKX1-1	PBM	N
M00464_2.00	NKX1-1	PBM	N
M00464_2.00	OTP	PBM	N
M00464_2.00	HOXC5	PBM	N
M00464_2.00	SEBOX	PBM	N
M00464_2.00	NKX1-2	PBM	N
M00464_2.00	TLX1	PBM	N
M00467_2.00	NKX1-2	PBM	N
M00467_2.00	SEBOX	PBM	N
M00467_2.00	NKX1-1	PBM	N
M00467_2.00	OTP	PBM	N
